whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,white bread,bottled water,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,frozen dessert,rolls/buns,flour,sweet spreads,salty snack,waffles,candy,bathroom cleaner,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,brown bread,canned vegetables,sweet spreads,salty snack,specialty chocolate,dishes,,,,,,,,,,,,,,,,
grapes,butter,soft cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,beverages,cream cheese,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,whipped/sour cream,rolls/buns,roll products,salt,shopping bags,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,yogurt,frozen vegetables,pastry,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,pork,citrus fruit,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,whole milk,butter milk,beverages,sliced cheese,frozen vegetables,roll products,pasta,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,sliced cheese,frozen vegetables,frozen meals,fruit/vegetable juice,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,processed cheese,frozen fruits,domestic eggs,rolls/buns,cereals,dog food,specialty chocolate,chocolate marshmallow,napkins,shopping bags,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,other vegetables,yogurt,cream cheese,meat spreads,bottled water,soda,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,yogurt,whipped/sour cream,white bread,bottled water,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,other vegetables,whole milk,butter,frozen vegetables,domestic eggs,rolls/buns,bottled beer,canned beer,napkins,,,,,,,,,,,,,,,,,
frankfurter,whole milk,frozen meals,domestic eggs,white bread,pastry,bottled beer,chocolate,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,
liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,white wine,specialty chocolate,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
baking powder,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,oil,dog food,liquor,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,sliced cheese,frozen dessert,brown bread,pastry,semi-finished bread,canned fish,cat food,soda,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,other vegetables,whole milk,butter,dessert,butter milk,yogurt,whipped/sour cream,hard cheese,mayonnaise,oil,mustard,baking powder,popcorn,long life bakery product,chocolate,candy,,,,,,,,,,,
tropical fruit,dessert,yogurt,syrup,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,liver loaf,chicken,pork,root vegetables,whole milk,whipped/sour cream,sliced cheese,frozen vegetables,bottled water,fruit/vegetable juice,salty snack,long life bakery product,,,,,,,,,,,,,,,
turkey,citrus fruit,butter,whipped/sour cream,hard cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,whipped/sour cream,specialty cheese,rolls/buns,nut snack,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,white bread,specialty fat,mustard,specialty vegetables,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,citrus fruit,other vegetables,whole milk,butter,rolls/buns,baking powder,cooking chocolate,specialty chocolate,male cosmetics,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,butter,pastry,oil,bottled water,bottled beer,detergent,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,other vegetables,dessert,white bread,kitchen towels,candles,newspapers,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,yogurt,UHT-milk,sliced cheese,ice cream,soda,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,chewing gum,specialty chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,soda,bottled beer,chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
pork,rolls/buns,liquor,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,
berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,mayonnaise,soda,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,coffee,soda,fruit/vegetable juice,canned beer,candy,,,,,,,,,,,,,,,,,,,,,,
pip fruit,bottled water,soda,fruit/vegetable juice,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,jam,fruit/vegetable juice,chocolate,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,frozen meals,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,butter milk,processed cheese,margarine,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,bottled beer,skin care,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,whole milk,white bread,margarine,fruit/vegetable juice,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,butter,whipped/sour cream,semi-finished bread,vinegar,fruit/vegetable juice,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,pastry,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
finished products,fruit/vegetable juice,white wine,chocolate,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,canned beer,white wine,detergent,softener,newspapers,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,butter,yogurt,frozen fish,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
berries,fruit/vegetable juice,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,other vegetables,dessert,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,butter,yogurt,frozen vegetables,domestic eggs,rolls/buns,coffee,bottled beer,skin care,,,,,,,,,,,,,,,,,,,
whole milk,cocoa drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,rolls/buns,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,UHT-milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,whole milk,rolls/buns,fruit/vegetable juice,red/blush wine,chocolate,specialty chocolate,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,brown bread,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,hamburger meat,pip fruit,grapes,root vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,cream cheese,pastry,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,bottled beer,kitchen towels,,,,,,,,,,,,,,,,,,,,
whole milk,curd,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,yogurt,UHT-milk,vinegar,oil,soda,newspapers,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,whole milk,domestic eggs,pastry,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,other vegetables,whole milk,rolls/buns,brown bread,canned beer,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,soft cheese,pastry,long life bakery product,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,specialty cheese,baking powder,bottled water,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,
pork,domestic eggs,roll products,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,grapes,other vegetables,bottled beer,red/blush wine,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,
ham,UHT-milk,cream cheese,coffee,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,berries,onions,other vegetables,whole milk,curd,dessert,rolls/buns,cake bar,newspapers,,,,,,,,,,,,,,,,,,
whole milk,butter,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,cream cheese,frozen vegetables,roll products,sugar,soda,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,white bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,yogurt,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,sliced cheese,rolls/buns,brown bread,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
soda,cling film/bags,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,salt,sweet spreads,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,tropical fruit,white bread,pastry,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,yogurt,tidbits,domestic eggs,rolls/buns,meat spreads,soda,,,,,,,,,,,,,,,,,,,,,
hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,root vegetables,other vegetables,rolls/buns,soda,fruit/vegetable juice,bottled beer,dental care,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,rolls/buns,canned vegetables,coffee,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,pip fruit,root vegetables,whole milk,butter milk,yogurt,whipped/sour cream,pasta,sugar,cereals,,,,,,,,,,,,,,,,,,
tropical fruit,berries,herbs,rice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
canned vegetables,white wine,newspapers,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,whole milk,processed cheese,frozen vegetables,rolls/buns,rice,margarine,sugar,canned fruit,pickled vegetables,hygiene articles,,,,,,,,,,,,,,,,,
pickled vegetables,bottled water,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,whole milk,butter,curd,oil,canned vegetables,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,
potato products,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,pip fruit,root vegetables,herbs,other vegetables,packaged fruit/vegetables,whole milk,butter milk,yogurt,specialty cheese,rolls/buns,oil,cat food,coffee,bottled water,fruit/vegetable juice,candy,dish cleaner,,,,,,,,,,
beef,citrus fruit,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,dessert,sliced cheese,rolls/buns,flour,sugar,pickled vegetables,tea,soda,bottled beer,chocolate,napkins,newspapers,,,,,,,,,
pork,beef,root vegetables,other vegetables,frozen vegetables,margarine,white wine,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,honey,pudding powder,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,baking powder,sweet spreads,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
turkey,pork,citrus fruit,pip fruit,frozen meals,waffles,chocolate,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,liver loaf,beef,tropical fruit,pip fruit,root vegetables,onions,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,cream cheese,frozen meals,frozen potato products,domestic eggs,rolls/buns,roll products,salt,rice,margarine,jam,coffee,long life bakery product,waffles,hygiene articles,,
tropical fruit,root vegetables,whole milk,whipped/sour cream,frozen vegetables,domestic eggs,red/blush wine,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,citrus fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,brown bread,pastry,flour,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,domestic eggs,pastry,margarine,coffee,dental care,hygiene articles,cling film/bags,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,root vegetables,whipped/sour cream,frozen vegetables,roll products,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,turkey,citrus fruit,whole milk,curd,frozen potato products,rolls/buns,white bread,pastry,semi-finished bread,pickled vegetables,sweet spreads,bottled water,soda,fruit/vegetable juice,bottled beer,white wine,prosecco,chocolate,candy,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,UHT-milk,brown bread,Instant food products,napkins,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,ice cream,rolls/buns,syrup,canned beer,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,curd,cream,domestic eggs,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,bottled water,canned beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,UHT-milk,hard cheese,rolls/buns,sweet spreads,salty snack,popcorn,waffles,cake bar,specialty bar,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,root vegetables,other vegetables,whole milk,butter milk,organic products,soda,,,,,,,,,,,,,,,,,,,,,
tropical fruit,grapes,root vegetables,other vegetables,rolls/buns,tea,bottled beer,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,oil,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pastry,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,cream cheese,brown bread,soups,sauces,,,,,,,,,,,,,,,,,,,
hard cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,rolls/buns,brown bread,syrup,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,rolls/buns,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,condensed milk,pastry,fruit/vegetable juice,salty snack,candles,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,root vegetables,other vegetables,whole milk,whipped/sour cream,pasta,soda,,,,,,,,,,,,,,,,,,,,,
white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,other vegetables,UHT-milk,white bread,pastry,pasta,soda,specialty bar,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,whole milk,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,red/blush wine,snack products,dishes,light bulbs,shopping bags,,,,,,,,,,,,,,,
root vegetables,packaged fruit/vegetables,rolls/buns,sugar,liquor,,,,,,,,,,,,,,,,,,,,,,,,
syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salt,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,frozen meals,cereals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,tropical fruit,pip fruit,berries,whole milk,curd,yogurt,whipped/sour cream,condensed milk,instant coffee,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,yogurt,rolls/buns,brown bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,
dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,curd,yogurt,ice cream,oil,canned fish,soda,fruit/vegetable juice,seasonal products,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,UHT-milk,condensed milk,margarine,sugar,pudding powder,cocoa drinks,fruit/vegetable juice,chocolate,,,,,,,,,,,,,,,,,,,
onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,pip fruit,root vegetables,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,cream cheese,mayonnaise,domestic eggs,pastry,canned fish,chocolate,cleaner,female sanitary products,,,,,,,,,,,,,,,,,,,,
roll products,dog food,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,condensed milk,semi-finished bread,cat food,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,butter,butter milk,yogurt,sliced cheese,frozen vegetables,frozen chicken,soda,,,,,,,,,,,,,,,,,,,,
butter milk,cream cheese,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,frozen vegetables,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,whipped/sour cream,hard cheese,frozen vegetables,cat food,dishes,newspapers,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,citrus fruit,whole milk,pasta,soda,chewing gum,detergent,hygiene articles,kitchen towels,,,,,,,,,,,,,,,,,,,
salty snack,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,chocolate,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
ham,other vegetables,whole milk,domestic eggs,sweet spreads,misc. beverages,salty snack,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,
candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,herbs,other vegetables,whole milk,processed cheese,domestic eggs,margarine,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,fruit/vegetable juice,salty snack,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,hamburger meat,whole milk,processed cheese,white bread,potato products,artif. sweetener,instant coffee,bottled water,soda,fruit/vegetable juice,salty snack,specialty bar,detergent,shopping bags,,,,,,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,UHT-milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,citrus fruit,tropical fruit,grapes,berries,root vegetables,other vegetables,whole milk,spread cheese,brown bread,pastry,potato products,fruit/vegetable juice,chocolate,potted plants,shopping bags,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter milk,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,curd,frozen potato products,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,other vegetables,whole milk,yogurt,domestic eggs,pastry,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,spread cheese,soda,canned beer,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,whole milk,whipped/sour cream,detergent,softener,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,frozen meals,pastry,soda,fruit/vegetable juice,chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,butter milk,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,pastry,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whole milk,butter,rolls/buns,margarine,Instant food products,canned beer,detergent,,,,,,,,,,,,,,,,,,,,
condensed milk,rolls/buns,sugar,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,whole milk,butter milk,yogurt,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,rolls/buns,pastry,jam,cat food,,,,,,,,,,,,,,,,,,,
seasonal products,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
