citrus fruit,semi-finished bread,margarine,ready soups,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17,Column 18,Column 19,Column 20,Column 21,Column 22,Column 23,Column 24,Column 25,Column 26,Column 27,Column 28,Column 29,Column 30,Column 31,Column 32
rolls/buns,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,cream,oil,sugar,baking powder,canned beer,baby cosmetics,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,rolls/buns,bottled water,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,condensed milk,sugar,coffee,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,salt,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pasta,specialty chocolate,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,spread cheese,domestic eggs,cat food,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,pet care,bottled water,softener,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,UHT-milk,semi-finished bread,margarine,canned vegetables,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,sugar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,domestic eggs,pastry,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,hard cheese,margarine,soda,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,margarine,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,frozen vegetables,rolls/buns,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,margarine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whipped/sour cream,jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,soda,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen potato products,white bread,pastry,soda,fruit/vegetable juice,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,mustard,prosecco,specialty chocolate,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,dessert,yogurt,condensed milk,hard cheese,spread cheese,bottled water,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,
brown bread,soda,canned beer,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,meat spreads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,margarine,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,butter milk,yogurt,pastry,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,root vegetables,other vegetables,processed cheese,pastry,sugar,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,root vegetables,onions,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,pasta,oil,margarine,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,yogurt,frozen vegetables,rolls/buns,margarine,spices,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,spread cheese,rolls/buns,brown bread,soda,canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog food,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,hard cheese,specialty cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waffles,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,whipped/sour cream,pastry,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,soda,fruit/vegetable juice,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,butter milk,tidbits,domestic eggs,brown bread,sugar,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,root vegetables,other vegetables,butter,curd,dessert,yogurt,cream cheese,frozen meals,pastry,potato products,Instant food products,soda,napkins,house keeping products,newspapers,,,,,,,,,,,,,,,
pip fruit,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whipped/sour cream,hard cheese,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,whole milk,yogurt,whipped/sour cream,frozen vegetables,frozen fruits,baking powder,pickled vegetables,fruit/vegetable juice,sparkling wine,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,domestic eggs,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,other vegetables,whole milk,butter,frozen meals,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,
white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,brown bread,pastry,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,dessert,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,white bread,sugar,cat food,soda,fruit/vegetable juice,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,dessert,yogurt,soda,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,pastry,sweet spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,dessert,beverages,domestic eggs,flour,margarine,Instant food products,canned fruit,jam,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,butter milk,UHT-milk,ice cream,rolls/buns,male cosmetics,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,bottled beer,prosecco,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,white bread,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,meat spreads,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,UHT-milk,domestic eggs,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,whole milk,hard cheese,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,hard cheese,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,other vegetables,dessert,UHT-milk,cream cheese,brown bread,pastry,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whipped/sour cream,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whole milk,frozen vegetables,brown bread,roll products,canned vegetables,sparkling wine,chocolate,dental care,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,UHT-milk,cream cheese,pasta,sauces,baking powder,cat food,pet care,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,domestic eggs,rolls/buns,fruit/vegetable juice,long life bakery product,specialty chocolate,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,yogurt,frozen meals,cat food,bottled water,soda,bottled beer,waffles,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herbs,whole milk,curd,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,spread cheese,ice cream,rolls/buns,soda,long life bakery product,chocolate,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,sugar,coffee,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,mayonnaise,margarine,mustard,ketchup,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,berries,sliced cheese,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,berries,other vegetables,UHT-milk,hard cheese,processed cheese,canned vegetables,soda,waffles,specialty bar,newspapers,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,misc. beverages,chewing gum,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,misc. beverages,fruit/vegetable juice,red/blush wine,salty snack,detergent,shopping bags,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,UHT-milk,cream cheese,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,domestic eggs,rolls/buns,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,grapes,other vegetables,whole milk,butter milk,whipped/sour cream,mayonnaise,white bread,roll products,sauces,salty snack,waffles,chocolate,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,onions,other vegetables,curd,whipped/sour cream,spread cheese,white bread,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,organic sausage,white bread,brown bread,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,root vegetables,butter,UHT-milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,pastry,flour,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,margarine,sugar,Instant food products,bottled water,,,,,,,,,,,,,,,,,,,,,,
whole milk,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,other vegetables,cream cheese,domestic eggs,baking powder,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,cream cheese,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,herbs,dessert,beverages,oil,soda,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,dessert,yogurt,UHT-milk,frozen vegetables,frozen fish,zwieback,spices,waffles,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,cat food,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,UHT-milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,brown bread,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,white bread,pickled vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,whole milk,frozen vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,yogurt,frozen vegetables,coffee,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,other vegetables,curd,butter milk,UHT-milk,frozen meals,brown bread,semi-finished bread,spices,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,coffee,chocolate,candy,make up remover,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,coffee,liquor,chocolate,candy,seasonal products,flower (seeds),shopping bags,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,other vegetables,butter milk,yogurt,whipped/sour cream,rolls/buns,brown bread,pickled vegetables,canned fish,tea,,,,,,,,,,,,,,,,,,,,,
root vegetables,onions,whole milk,curd,yogurt,whipped/sour cream,soft cheese,cream cheese,curd cheese,frozen fish,rolls/buns,waffles,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,fish,curd,processed cheese,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,ham,tropical fruit,yogurt,curd cheese,frozen fish,zwieback,margarine,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,white bread,margarine,bottled beer,detergent,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,margarine,fruit/vegetable juice,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,rolls/buns,brown bread,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,whipped/sour cream,specialty cheese,soda,skin care,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,other vegetables,butter,soft cheese,frozen vegetables,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,
house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,semi-finished bread,baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,root vegetables,onions,whole milk,butter,dessert,soft cheese,cream cheese,specialty cheese,domestic eggs,salt,pasta,vinegar,oil,mustard,ketchup,canned vegetables,pickled vegetables,canned fish,instant coffee,tea,misc. beverages,bottled beer,white wine,chocolate,abrasive cleaner,hygiene articles,,,,
citrus fruit,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,root vegetables,other vegetables,whole milk,UHT-milk,frozen vegetables,rice,baking powder,dog food,soda,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,whipped/sour cream,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,pip fruit,other vegetables,brown bread,roll products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,frozen vegetables,frozen meals,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,other vegetables,whipped/sour cream,waffles,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,curd,butter milk,UHT-milk,rolls/buns,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,dessert,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,canned beer,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,tropical fruit,pip fruit,other vegetables,whipped/sour cream,beverages,white bread,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,pip fruit,other vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,finished products,chicken,other vegetables,whole milk,curd,flour,pasta,salty snack,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,yogurt,cream cheese,pastry,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,soda,bottled beer,canned beer,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,soda,bottled beer,liquor,rum,chocolate marshmallow,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,rolls/buns,brown bread,coffee,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,frozen meals,domestic eggs,brown bread,ketchup,dog food,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,ice cream,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,yogurt,whipped/sour cream,condensed milk,rolls/buns,flour,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,root vegetables,other vegetables,butter,sweet spreads,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,margarine,misc. beverages,long life bakery product,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,whole milk,UHT-milk,frozen meals,softener,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,yogurt,hard cheese,domestic eggs,brown bread,salty snack,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,citrus fruit,other vegetables,whole milk,yogurt,frozen vegetables,white bread,napkins,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,hamburger meat,grapes,other vegetables,whipped/sour cream,brown bread,canned beer,sparkling wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,rolls/buns,soda,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,pip fruit,root vegetables,curd,yogurt,whipped/sour cream,UHT-milk,domestic eggs,salt,margarine,ketchup,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,salt,canned vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,hamburger meat,other vegetables,whole milk,brown bread,margarine,bottled water,bottled beer,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
