age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
49,technician,married,unknown,no,323,yes,no,cellular,18,nov,41
54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83
29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95
51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78
39,admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20
30,self-employed,married,secondary,no,123,no,yes,unknown,17,jul,66
38,management,married,tertiary,no,76,yes,no,cellular,7,jul,196
30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266
53,blue-collar,married,primary,no,238,yes,no,cellular,11,may,238
36,services,single,secondary,no,174,yes,no,unknown,7,may,223
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90
57,technician,married,primary,no,0,no,no,unknown,5,jun,58
38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379
47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168
35,admin.,single,tertiary,no,62,no,yes,cellular,30,apr,67
37,blue-collar,married,primary,no,704,no,no,unknown,18,jun,165
39,technician,single,unknown,no,75,no,no,unknown,6,jun,26
32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213
56,management,married,secondary,no,238,yes,no,cellular,19,nov,808
45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923
38,technician,divorced,secondary,no,410,no,no,cellular,11,aug,63
20,student,single,secondary,no,1191,no,no,cellular,12,feb,274
59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84
36,blue-collar,married,unknown,no,6,no,no,unknown,20,jun,41
49,management,married,secondary,no,321,no,no,unknown,9,jun,135
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193
44,management,divorced,tertiary,no,0,no,no,cellular,22,aug,54
47,services,married,secondary,no,2322,no,no,cellular,22,aug,618
35,blue-collar,married,secondary,no,407,yes,no,cellular,20,apr,12
59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38
44,management,divorced,tertiary,no,2058,no,yes,cellular,21,nov,661
35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151
41,management,married,tertiary,no,51,no,no,cellular,25,aug,140
55,retired,married,primary,no,150,no,no,cellular,8,jul,124
42,technician,married,secondary,no,613,yes,no,cellular,11,may,432
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15
57,blue-collar,married,primary,no,282,no,yes,cellular,7,jul,261
51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176
38,management,married,tertiary,no,-469,yes,no,unknown,16,jun,209
40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38
47,housemaid,single,tertiary,no,3232,no,no,telephone,6,oct,541
49,services,married,secondary,no,2201,yes,no,unknown,15,may,233
47,services,married,tertiary,no,871,no,no,cellular,22,aug,602
31,blue-collar,married,unknown,no,-120,yes,no,cellular,3,feb,100
32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107
42,admin.,single,secondary,no,243,yes,no,unknown,14,may,46
34,admin.,married,secondary,no,645,yes,no,unknown,19,may,420
26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360
35,technician,married,secondary,no,251,yes,yes,unknown,1,jul,128
35,self-employed,single,tertiary,no,44,no,no,cellular,7,sep,310
29,admin.,single,secondary,no,1992,no,no,cellular,8,jul,202
32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144
45,technician,married,secondary,no,1415,yes,no,cellular,24,jul,311
38,blue-collar,married,secondary,no,1205,yes,no,cellular,20,apr,45
51,technician,married,secondary,no,143,yes,no,unknown,16,may,627
31,services,married,secondary,no,500,yes,no,unknown,6,jun,19
37,management,married,tertiary,no,347,yes,no,cellular,22,jul,282
35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210
37,unemployed,married,unknown,no,4565,no,no,cellular,4,sep,369
28,management,single,tertiary,no,781,no,no,cellular,9,apr,125
38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301
43,management,married,secondary,no,17555,no,no,cellular,26,aug,14
45,technician,married,unknown,no,473,yes,no,unknown,27,may,147
42,management,married,secondary,no,1331,no,no,cellular,23,jul,698
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638
58,management,divorced,tertiary,no,1533,no,no,unknown,15,may,137
47,management,married,tertiary,no,286,no,no,cellular,22,aug,557
31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206
50,blue-collar,married,secondary,no,810,yes,no,unknown,14,may,19
32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166
37,blue-collar,married,secondary,no,954,yes,no,unknown,2,jun,402
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46
40,services,married,secondary,no,113,yes,no,unknown,4,jun,126
33,technician,divorced,secondary,no,0,no,no,cellular,21,aug,224
45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355
31,admin.,married,secondary,no,0,yes,no,unknown,14,may,40
39,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,313
39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133
46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208
40,blue-collar,married,primary,no,3658,yes,no,unknown,14,may,977
38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29
31,technician,single,secondary,no,125,no,no,cellular,22,aug,78
38,technician,married,tertiary,no,45,no,no,cellular,22,jul,125
76,retired,married,primary,no,2590,no,no,telephone,9,feb,68
55,blue-collar,married,secondary,no,1011,yes,no,cellular,12,aug,112
45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92
30,services,single,secondary,no,432,yes,no,unknown,20,may,340
31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764
70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172
45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36
30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,244
57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417
33,management,divorced,tertiary,no,0,yes,yes,cellular,19,aug,275
28,blue-collar,married,secondary,no,373,yes,no,cellular,14,may,10
44,admin.,single,secondary,no,-101,yes,no,cellular,10,jul,99
36,services,married,secondary,no,472,yes,no,unknown,19,jun,1017
46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298
58,technician,married,secondary,no,175,no,no,cellular,12,aug,92
29,technician,single,tertiary,no,0,yes,no,unknown,7,may,104
50,self-employed,married,secondary,no,36,no,no,cellular,13,aug,104
48,technician,married,secondary,no,340,yes,no,cellular,28,jan,255
49,technician,married,primary,no,230,yes,no,unknown,8,may,96
46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64
51,housemaid,married,unknown,no,21244,no,yes,cellular,4,aug,166
35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434
30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423
60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40
40,technician,married,secondary,no,1819,no,no,cellular,5,jun,398
29,management,single,tertiary,no,21,yes,no,cellular,14,may,107
47,services,married,secondary,no,51,yes,yes,unknown,16,may,312
32,technician,married,secondary,no,253,yes,no,unknown,4,jun,257
36,services,single,secondary,no,774,yes,no,cellular,3,feb,231
39,management,single,secondary,no,835,yes,no,unknown,29,may,587
40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186
37,blue-collar,married,primary,no,0,yes,no,cellular,6,may,226
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,4,may,115
48,management,married,tertiary,no,1175,yes,no,telephone,18,nov,1476
31,blue-collar,single,primary,no,2488,yes,no,cellular,20,apr,14
35,management,married,secondary,no,839,yes,no,unknown,23,may,50
32,blue-collar,married,primary,no,103,no,no,cellular,23,jul,312
39,admin.,married,tertiary,no,722,no,no,telephone,23,apr,141
41,technician,single,secondary,no,1680,yes,no,unknown,2,jun,76
59,retired,divorced,primary,no,7179,no,no,cellular,5,feb,150
39,services,married,secondary,no,247,yes,no,cellular,17,apr,244
27,services,single,secondary,no,261,yes,yes,cellular,18,may,113
33,technician,single,secondary,no,291,no,no,cellular,25,aug,72
30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130
59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471
54,management,divorced,tertiary,no,1295,yes,no,cellular,21,jul,179
33,blue-collar,married,primary,no,324,yes,no,cellular,13,may,217
50,technician,married,secondary,no,669,yes,no,unknown,2,jun,88
39,blue-collar,single,secondary,no,4143,yes,yes,unknown,2,jun,21
41,technician,single,secondary,no,618,no,no,cellular,5,feb,1056
48,management,divorced,tertiary,no,541,yes,no,cellular,14,may,72
29,services,married,secondary,no,182,yes,no,telephone,13,may,38
34,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,145
30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,350
32,services,married,secondary,no,4885,yes,yes,cellular,18,nov,400
28,services,single,secondary,no,290,yes,no,cellular,18,may,128
32,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908
32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819
38,management,married,tertiary,no,950,no,no,cellular,5,aug,210
43,unemployed,divorced,secondary,no,1577,yes,no,cellular,19,nov,87
47,technician,married,secondary,no,65,no,no,cellular,28,aug,118
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159
44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618
25,student,single,unknown,no,10788,no,no,cellular,23,dec,102
42,blue-collar,married,primary,no,969,yes,no,cellular,13,may,721
59,management,married,tertiary,no,0,no,no,cellular,27,aug,87
42,blue-collar,married,unknown,no,-406,yes,no,cellular,30,jul,152
30,blue-collar,single,secondary,no,180,no,no,cellular,14,jul,203
65,retired,married,primary,no,493,no,no,cellular,16,oct,622
34,technician,single,secondary,no,1386,yes,yes,unknown,28,may,185
34,services,married,secondary,no,2211,no,no,unknown,8,may,149
40,management,married,tertiary,no,-495,no,yes,cellular,29,jul,303
36,management,married,tertiary,no,27359,yes,no,unknown,3,jun,71
34,technician,single,secondary,no,440,yes,no,cellular,6,may,445
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,may,232
39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144
36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209
33,management,married,unknown,no,18347,yes,no,unknown,23,may,415
31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190
27,services,married,secondary,no,100,no,no,cellular,16,jul,57
35,technician,divorced,secondary,no,69,yes,no,unknown,8,may,461
53,technician,married,unknown,no,619,no,no,unknown,17,jun,198
35,admin.,married,secondary,no,725,yes,no,cellular,20,nov,219
34,services,married,secondary,no,0,yes,no,cellular,14,jul,78
33,blue-collar,single,secondary,no,5739,yes,yes,cellular,21,nov,374
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125
29,services,single,unknown,no,33,no,no,unknown,1,jul,161
53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92
34,technician,single,secondary,no,318,no,yes,cellular,25,jul,239
45,services,married,secondary,no,0,no,yes,cellular,8,jul,47
45,blue-collar,divorced,primary,no,942,no,no,cellular,21,nov,362
59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75
58,retired,married,secondary,no,3382,no,yes,cellular,28,may,294
31,management,married,tertiary,no,459,no,no,cellular,28,aug,13
55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256
26,blue-collar,married,secondary,no,115,yes,no,unknown,4,jul,46
54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366
41,blue-collar,married,primary,no,1172,yes,no,unknown,15,may,153
43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335
42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37
40,entrepreneur,married,tertiary,no,1729,yes,no,cellular,12,may,85
43,technician,married,secondary,no,434,yes,no,unknown,5,may,117
28,student,single,secondary,no,28,no,no,cellular,29,jan,220
66,retired,married,secondary,no,4785,no,no,cellular,13,aug,72
59,management,married,tertiary,no,1585,no,no,telephone,28,aug,91
33,services,married,secondary,no,0,yes,no,telephone,22,jul,44
47,blue-collar,married,secondary,no,5306,yes,no,unknown,15,may,322
46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398
48,admin.,married,secondary,no,5,yes,no,unknown,7,may,697
45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45
32,management,married,secondary,no,350,yes,no,unknown,28,may,110
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152
46,entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382
37,management,single,tertiary,no,695,no,no,cellular,28,jan,233
60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421
49,blue-collar,married,primary,no,937,yes,no,unknown,12,jun,66
34,technician,married,tertiary,no,1611,yes,no,cellular,11,may,490
39,self-employed,married,secondary,no,266,no,no,cellular,11,may,102
36,management,married,tertiary,no,1318,yes,no,cellular,7,aug,100
40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176
48,blue-collar,married,secondary,no,333,yes,no,cellular,14,may,24
33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766
55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123
27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244
48,management,married,tertiary,no,5057,no,yes,cellular,19,nov,37
42,unemployed,married,secondary,no,8131,yes,no,unknown,30,may,69
46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93
36,admin.,single,tertiary,no,980,no,no,cellular,11,nov,118
46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152
43,entrepreneur,married,tertiary,no,210,no,no,cellular,29,jul,646
55,management,married,tertiary,no,236,no,no,cellular,4,aug,200
43,blue-collar,married,primary,no,188,yes,no,cellular,12,may,58
43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76
44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236
40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193
49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114
49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408
33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246
47,technician,married,primary,no,187,yes,no,unknown,9,may,165
58,management,married,primary,no,320,yes,no,unknown,30,may,171
24,blue-collar,married,secondary,no,0,no,no,unknown,28,may,94
52,management,married,tertiary,no,0,yes,no,cellular,9,jul,197
35,management,married,tertiary,no,175,yes,no,cellular,7,aug,257
40,services,married,secondary,no,1325,no,no,unknown,11,jun,150
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151
42,technician,married,secondary,no,-1310,yes,yes,unknown,28,may,162
59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153
50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50
42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94
30,services,single,secondary,no,20,yes,no,cellular,20,apr,404
54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526
50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70
30,technician,single,tertiary,no,2325,no,no,cellular,5,apr,270
51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77
61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158
34,technician,single,secondary,no,105,yes,no,cellular,7,may,146
41,management,married,tertiary,no,4824,no,yes,cellular,18,jul,168
29,student,single,unknown,no,145,no,no,cellular,14,aug,105
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223
47,technician,married,primary,no,145,yes,no,unknown,7,may,157
31,admin.,divorced,secondary,no,360,no,no,cellular,15,may,332
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884
31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81
43,admin.,married,secondary,no,0,yes,no,cellular,17,jul,674
40,management,married,unknown,no,419,yes,no,cellular,10,jul,347
38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236
39,services,single,secondary,no,471,no,no,unknown,15,oct,5
36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15
28,blue-collar,married,primary,no,60,yes,no,cellular,6,may,161
45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187
28,admin.,single,tertiary,no,14,no,no,cellular,1,jun,201
43,management,married,tertiary,no,489,yes,no,cellular,8,may,130
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406
52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82
51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30
30,technician,single,secondary,no,4787,yes,no,unknown,4,jun,99
39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202
28,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318
31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275
31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59
35,services,married,secondary,no,181,yes,no,cellular,31,jul,5
31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126
44,technician,divorced,unknown,no,759,yes,no,unknown,23,may,397
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275
56,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128
33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267
41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95
33,management,single,tertiary,no,3170,no,no,cellular,28,oct,246
48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46
42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45
25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17
45,entrepreneur,married,secondary,no,245,yes,no,unknown,14,may,126
32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145
47,management,married,unknown,no,150,no,no,unknown,9,jun,52
33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285
42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216
51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84
45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138
33,blue-collar,single,secondary,no,5137,yes,no,cellular,6,may,123
43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36
34,technician,single,secondary,no,60,no,no,cellular,7,aug,274
73,retired,married,primary,no,154,no,no,cellular,15,oct,103
43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175
52,unemployed,married,primary,no,255,no,yes,cellular,10,jul,374
51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210
44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354
21,services,single,secondary,no,1903,yes,no,unknown,29,may,107
49,blue-collar,married,unknown,no,3096,no,no,unknown,16,jun,147
35,admin.,married,tertiary,no,1145,yes,no,cellular,2,feb,82
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169
35,admin.,single,secondary,no,847,yes,no,cellular,11,may,85
24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23
40,self-employed,married,primary,no,2077,yes,no,cellular,13,may,363
54,management,married,tertiary,no,384,yes,no,cellular,12,may,30
35,management,married,tertiary,no,365,no,no,cellular,21,nov,168
50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248
29,services,married,secondary,no,308,yes,no,unknown,28,may,75
43,blue-collar,married,primary,no,-93,yes,no,unknown,26,may,402
31,services,married,secondary,no,-331,yes,no,unknown,23,may,203
29,blue-collar,married,unknown,no,486,yes,no,cellular,6,may,422
39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44
36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358
35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275
56,management,divorced,tertiary,no,2959,yes,no,telephone,18,may,325
53,technician,married,primary,no,6839,yes,no,cellular,19,nov,77
38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156
40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177
49,blue-collar,single,primary,no,1040,no,no,cellular,8,jul,474
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252
53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112
58,management,married,tertiary,no,172,no,no,cellular,19,aug,145
36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640
34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118
44,blue-collar,married,primary,no,420,yes,no,unknown,7,may,110
46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173
42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,may,89
33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76
27,student,single,secondary,no,1566,no,no,cellular,30,jan,164
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145
48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105
54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85
51,services,married,secondary,no,0,no,no,cellular,18,jul,439
35,self-employed,married,tertiary,no,980,no,no,cellular,2,aug,428
53,technician,married,secondary,no,100,no,no,cellular,13,aug,205
41,admin.,married,secondary,no,4539,no,no,unknown,30,may,298
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52
52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84
57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476
52,management,married,tertiary,no,6922,no,no,cellular,20,nov,371
43,blue-collar,married,secondary,no,10910,yes,no,cellular,15,may,66
48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220
38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310
39,services,married,secondary,no,1970,yes,no,unknown,8,jun,30
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147
51,management,single,tertiary,yes,-55,yes,no,cellular,18,aug,119
47,entrepreneur,married,primary,no,668,no,no,cellular,12,may,908
51,management,married,tertiary,no,-892,yes,yes,cellular,14,aug,248
28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337
27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289
31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357
42,technician,married,secondary,no,2,no,no,unknown,29,may,249
46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414
31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257
42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252
33,management,single,primary,no,4897,yes,no,unknown,20,may,151
40,housemaid,married,primary,no,1832,no,no,cellular,6,feb,213
51,blue-collar,married,primary,no,3726,no,yes,cellular,27,aug,119
31,unemployed,married,tertiary,no,591,no,no,cellular,21,nov,161
33,management,married,tertiary,no,296,no,no,cellular,16,jul,90
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225
51,management,married,tertiary,no,5108,yes,no,cellular,8,oct,272
52,technician,married,secondary,no,3554,no,yes,cellular,8,jul,89
54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103
28,self-employed,single,tertiary,no,0,yes,no,cellular,21,jul,479
38,blue-collar,married,primary,no,1327,yes,no,cellular,20,nov,277
31,blue-collar,single,primary,no,864,yes,no,telephone,14,may,113
50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116
52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161
40,technician,divorced,tertiary,no,1871,yes,no,cellular,17,nov,64
57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142
34,management,married,tertiary,no,0,yes,no,unknown,8,may,214
59,blue-collar,married,primary,no,0,no,no,cellular,18,nov,167
27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236
36,blue-collar,married,primary,no,398,yes,no,unknown,12,jun,278
31,services,single,secondary,no,864,yes,no,cellular,6,may,100
29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528
38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340
49,services,married,secondary,no,66,yes,yes,cellular,21,nov,59
38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115
30,management,single,tertiary,no,2,no,no,cellular,16,jun,102
31,technician,single,secondary,no,4888,yes,no,telephone,5,may,475
29,services,single,secondary,no,0,no,no,cellular,17,jul,58
43,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,180
36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326
29,services,married,secondary,no,57,yes,no,telephone,21,jul,342
38,services,married,secondary,no,8876,no,no,cellular,2,feb,280
35,blue-collar,married,primary,no,422,yes,no,cellular,14,may,73
32,management,single,tertiary,no,0,no,no,cellular,21,nov,9
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355
40,admin.,single,secondary,no,-1,no,no,cellular,7,jul,173
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,jun,329
38,services,married,secondary,no,497,yes,yes,unknown,19,may,88
62,unknown,married,secondary,no,367,no,no,telephone,2,mar,139
47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195
45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230
27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72
36,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109
26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138
31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334
55,services,married,unknown,no,1210,yes,no,unknown,30,may,868
35,services,married,secondary,no,819,yes,no,telephone,14,jul,102
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483
60,technician,single,tertiary,no,2934,no,no,cellular,8,aug,233
41,management,divorced,tertiary,no,3355,no,no,cellular,14,oct,181
32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125
26,services,single,secondary,no,256,yes,no,cellular,4,may,101
32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,310
40,services,married,secondary,no,1438,yes,no,cellular,6,may,207
39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114
46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137
43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284
26,services,single,secondary,no,1700,yes,no,cellular,7,may,13
38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213
49,technician,married,tertiary,no,279,yes,no,unknown,19,may,168
40,services,single,secondary,no,1547,yes,no,cellular,12,may,88
47,management,married,tertiary,no,-50,no,yes,cellular,7,jul,175
54,management,divorced,tertiary,no,26306,yes,no,cellular,11,feb,27
38,admin.,married,secondary,no,46,yes,yes,unknown,6,may,195
33,technician,married,secondary,no,575,no,yes,cellular,4,feb,254
35,admin.,divorced,secondary,no,148,no,yes,cellular,8,jul,199
52,services,married,secondary,no,431,no,no,cellular,26,aug,73
25,technician,single,tertiary,no,777,yes,no,unknown,14,may,351
27,blue-collar,married,secondary,no,362,yes,no,unknown,14,may,332
49,services,married,secondary,no,47,no,no,unknown,5,may,234
