age,contact,month,duration,pdays,previous,y
29,cellular,may,107,371,3,no
34,cellular,jul,101,-1,0,no
37,unknown,may,233,-1,0,no
31,cellular,nov,303,-1,0,no
57,cellular,jul,417,-1,0,no
30,cellular,aug,387,-1,0,no
28,cellular,may,10,344,1,no
44,cellular,jul,99,-1,0,no
50,cellular,apr,107,148,4,no
46,cellular,nov,308,-1,0,no
34,cellular,jun,298,-1,0,no
58,cellular,aug,92,-1,0,no
52,cellular,aug,288,-1,0,no
27,cellular,apr,130,323,1,no
48,cellular,jan,255,-1,0,no
36,cellular,apr,68,-1,0,no
46,cellular,nov,64,150,5,no
51,cellular,aug,166,-1,0,no
35,unknown,may,434,-1,0,no
34,unknown,may,532,-1,0,no
60,telephone,jul,40,-1,0,no
42,cellular,jul,64,-1,0,no
50,cellular,nov,163,113,3,no
34,cellular,aug,137,-1,0,no
32,unknown,jun,257,-1,0,no
36,cellular,feb,231,259,1,no
28,cellular,jul,68,-1,0,no
40,cellular,jul,186,-1,0,no
57,telephone,jul,132,-1,0,no
34,cellular,may,203,78,8,no
46,cellular,aug,205,-1,0,no
47,telephone,jul,250,-1,0,no
35,unknown,may,50,-1,0,no
32,cellular,jul,312,-1,0,no
44,cellular,jul,163,-1,0,no
41,unknown,jun,76,-1,0,no
59,cellular,feb,150,-1,0,no
39,cellular,apr,244,-1,0,no
43,unknown,may,64,-1,0,no
30,cellular,may,317,-1,0,no
26,cellular,jul,191,-1,0,no
52,unknown,jun,163,-1,0,no
56,unknown,jun,306,-1,0,no
33,cellular,apr,306,-1,0,no
34,cellular,feb,154,197,6,no
39,unknown,jun,21,-1,0,no
41,cellular,feb,1056,-1,0,no
30,cellular,may,223,-1,0,no
38,unknown,may,411,-1,0,no
37,unknown,jun,236,-1,0,no
32,cellular,may,80,-1,0,no
48,unknown,may,344,-1,0,no
34,cellular,aug,91,-1,0,no
32,cellular,may,908,344,7,no
32,cellular,apr,819,-1,0,no
38,cellular,aug,210,-1,0,no
86,telephone,mar,165,101,1,no
47,cellular,aug,118,-1,0,no
42,cellular,may,159,343,2,no
57,cellular,jul,85,-1,0,no
44,unknown,may,129,-1,0,no
34,cellular,may,89,344,1,no
37,telephone,jul,109,-1,0,no
42,cellular,jul,152,-1,0,no
30,cellular,jul,203,183,2,no
40,unknown,may,735,-1,0,no
34,unknown,may,185,-1,0,no
41,cellular,may,54,-1,0,no
30,unknown,may,122,-1,0,no
36,unknown,jun,71,-1,0,no
34,cellular,may,445,345,2,no
32,cellular,may,232,-1,0,no
39,cellular,jan,144,248,2,no
36,cellular,aug,209,-1,0,no
33,unknown,may,415,-1,0,no
54,cellular,may,30,-1,0,no
46,cellular,jul,37,-1,0,no
35,telephone,may,32,-1,0,no
27,cellular,jul,57,-1,0,no
35,unknown,may,461,-1,0,no
53,unknown,jun,198,-1,0,no
29,cellular,jan,327,-1,0,no
35,cellular,aug,669,-1,0,no
49,cellular,jan,165,-1,0,no
33,cellular,aug,285,-1,0,no
19,cellular,feb,123,-1,0,no
44,cellular,nov,354,-1,0,no
25,cellular,may,68,-1,0,no
40,cellular,nov,155,-1,0,no
49,unknown,may,550,-1,0,no
59,cellular,nov,75,-1,0,no
23,cellular,may,222,-1,0,no
33,cellular,jul,204,-1,0,no
54,cellular,may,155,177,7,no
26,unknown,jul,46,-1,0,no
54,telephone,apr,1366,150,1,no
51,cellular,may,168,-1,0,no
31,cellular,jul,624,-1,0,no
34,cellular,apr,28,345,1,no
40,cellular,may,85,-1,0,no
43,unknown,may,117,-1,0,no
33,cellular,jul,184,-1,0,no
66,cellular,aug,72,-1,0,no
31,cellular,apr,158,182,1,no
33,telephone,jul,44,-1,0,no
31,cellular,aug,336,-1,0,no
37,unknown,may,194,-1,0,no
37,unknown,may,133,-1,0,no
45,cellular,feb,45,-1,0,no
32,unknown,may,110,-1,0,no
49,cellular,aug,173,-1,0,no
46,unknown,jun,382,-1,0,no
37,cellular,jan,233,-1,0,no
34,unknown,may,193,-1,0,no
44,unknown,may,387,-1,0,no
45,cellular,jun,103,-1,0,no
57,unknown,jun,257,-1,0,no
45,cellular,jul,59,-1,0,no
40,unknown,jan,176,-1,0,no
37,unknown,jun,402,-1,0,no
33,cellular,nov,766,-1,0,no
29,cellular,may,44,355,3,no
27,unknown,may,244,-1,0,no
78,telephone,nov,136,-1,0,no
53,cellular,aug,136,-1,0,no
46,cellular,nov,93,189,8,no
44,unknown,may,257,-1,0,no
49,unknown,jul,191,-1,0,no
46,unknown,may,107,-1,0,no
56,unknown,jun,214,-1,0,no
30,unknown,jun,91,-1,0,no
43,cellular,jul,76,-1,0,no
36,unknown,jun,152,-1,0,no
28,cellular,feb,97,-1,0,no
70,telephone,mar,252,183,1,no
49,cellular,nov,408,-1,0,no
31,cellular,jun,95,-1,0,no
31,unknown,may,907,-1,0,no
44,cellular,jul,196,-1,0,no
32,cellular,apr,219,-1,0,no
52,cellular,jul,197,-1,0,no
35,cellular,aug,257,-1,0,no
35,cellular,jan,381,247,2,no
32,unknown,may,486,-1,0,no
30,unknown,may,152,-1,0,no
55,unknown,may,144,-1,0,no
50,cellular,apr,50,-1,0,no
27,cellular,jul,39,-1,0,no
29,unknown,may,50,-1,0,no
54,telephone,jan,526,258,3,no
41,unknown,jun,291,-1,0,no
31,cellular,feb,343,-1,0,no
32,unknown,jul,400,-1,0,no
61,unknown,may,158,-1,0,no
34,cellular,may,146,171,3,no
56,unknown,may,27,-1,0,no
29,cellular,aug,105,-1,0,no
34,unknown,jun,119,-1,0,no
35,cellular,apr,327,-1,0,no
60,telephone,jul,124,-1,0,no
45,cellular,nov,482,120,2,no
31,unknown,may,81,-1,0,no
43,cellular,jul,674,-1,0,no
40,cellular,jul,347,-1,0,no
38,cellular,nov,48,-1,0,no
58,cellular,nov,279,-1,0,no
31,unknown,may,132,-1,0,no
53,cellular,jul,91,-1,0,no
36,cellular,may,15,-1,0,no
53,cellular,may,56,359,1,no
35,unknown,may,116,-1,0,no
32,cellular,nov,100,182,1,no
46,cellular,jul,214,-1,0,no
28,cellular,apr,406,317,1,no
32,cellular,may,20,-1,0,no
43,cellular,nov,87,-1,0,no
30,cellular,feb,465,-1,0,no
37,telephone,jul,109,-1,0,no
28,unknown,jun,318,-1,0,no
31,cellular,aug,275,-1,0,no
31,unknown,may,59,-1,0,no
38,cellular,aug,70,-1,0,no
31,cellular,apr,1126,335,1,no
43,cellular,aug,209,-1,0,no
54,cellular,mar,275,-1,0,no
51,cellular,may,51,342,3,no
44,unknown,may,110,-1,0,no
41,unknown,jun,95,-1,0,no
33,cellular,oct,246,-1,0,no
48,cellular,jul,46,-1,0,no
40,unknown,jun,327,-1,0,no
35,cellular,aug,249,-1,0,no
25,unknown,may,328,-1,0,no
38,unknown,aug,17,-1,0,no
45,unknown,may,126,-1,0,no
59,cellular,jul,52,-1,0,no
32,cellular,aug,159,-1,0,no
33,cellular,jul,285,-1,0,no
42,cellular,jul,216,-1,0,no
51,cellular,aug,84,-1,0,no
45,cellular,may,138,-1,0,no
33,cellular,may,123,-1,0,no
23,unknown,jun,111,-1,0,no
39,unknown,may,825,-1,0,no
38,cellular,apr,45,153,1,no
30,cellular,feb,30,-1,0,no
52,cellular,jul,374,-1,0,no
36,cellular,oct,183,91,11,no
56,telephone,jul,246,-1,0,no
21,unknown,may,107,-1,0,no
43,unknown,jun,385,-1,0,no
54,cellular,nov,104,-1,0,no
52,cellular,may,198,170,2,no
53,cellular,jul,143,-1,0,no
24,unknown,may,23,-1,0,no
57,unknown,jun,104,-1,0,no
57,cellular,nov,364,-1,0,no
45,cellular,apr,183,338,2,no
50,cellular,jul,248,-1,0,no
34,unknown,may,157,-1,0,no
35,cellular,jul,295,-1,0,no
31,unknown,may,203,-1,0,no
48,cellular,may,78,-1,0,no
39,cellular,nov,44,-1,0,no
36,unknown,may,358,-1,0,no
38,cellular,feb,39,-1,0,no
56,telephone,may,325,-1,0,no
41,cellular,nov,238,126,4,no
38,cellular,apr,156,273,3,no
80,telephone,apr,681,118,11,no
37,cellular,nov,187,-1,0,no
36,unknown,may,99,-1,0,no
53,cellular,aug,112,-1,0,no
69,cellular,jul,112,78,1,no
46,unknown,may,32,-1,0,no
31,cellular,nov,410,-1,0,no
38,cellular,nov,640,-1,0,no
34,unknown,jun,118,-1,0,no
38,unknown,may,553,-1,0,no
47,cellular,jul,71,-1,0,no
38,unknown,jun,362,-1,0,no
41,unknown,may,89,-1,0,no
52,cellular,jan,141,-1,0,no
51,cellular,aug,119,-1,0,no
27,cellular,jan,164,-1,0,no
26,telephone,jan,145,164,1,no
48,unknown,may,105,-1,0,no
54,cellular,jul,85,-1,0,no
51,cellular,jul,439,-1,0,no
47,unknown,may,278,-1,0,no
53,cellular,aug,205,-1,0,no
35,cellular,jul,221,-1,0,no
58,telephone,nov,52,172,3,no
35,telephone,may,29,-1,0,no
29,unknown,may,317,-1,0,no
52,cellular,nov,371,-1,0,no
35,cellular,apr,128,-1,0,no
48,unknown,may,220,-1,0,no
30,cellular,may,546,-1,0,no
39,unknown,jun,30,404,2,no
54,cellular,apr,94,145,3,no
49,unknown,may,984,-1,0,no
47,cellular,may,908,-1,0,no
27,unknown,may,72,-1,0,no
46,unknown,may,113,-1,0,no
27,telephone,may,289,-1,0,no
31,cellular,jul,357,-1,0,no
47,unknown,may,118,-1,0,no
46,cellular,aug,414,-1,0,no
47,cellular,jul,248,-1,0,no
42,cellular,aug,252,-1,0,no
33,unknown,may,151,-1,0,no
51,cellular,nov,26,-1,0,no
51,cellular,aug,119,-1,0,no
32,unknown,jun,180,-1,0,no
24,telephone,may,12,374,1,no
41,cellular,may,225,275,2,no
43,unknown,may,150,-1,0,no
52,cellular,jul,89,-1,0,no
36,cellular,nov,153,183,1,no
50,cellular,may,157,299,3,no
38,cellular,nov,277,-1,0,no
31,telephone,may,113,-1,0,no
40,cellular,nov,153,183,2,no
42,telephone,jul,59,-1,0,no
58,cellular,nov,100,-1,0,no
57,cellular,aug,142,-1,0,no
51,cellular,aug,312,-1,0,no
59,cellular,nov,167,-1,0,no
27,cellular,jul,676,-1,0,no
42,cellular,jul,236,-1,0,no
33,cellular,jul,83,-1,0,no
31,cellular,may,100,-1,0,no
29,cellular,jul,528,-1,0,no
55,telephone,jul,252,-1,0,no
35,cellular,nov,33,-1,0,no
34,unknown,may,83,-1,0,no
32,cellular,apr,115,-1,0,no
31,unknown,may,730,-1,0,no
51,cellular,may,347,284,2,no
29,cellular,jul,58,-1,0,no
43,cellular,jul,180,-1,0,no
27,cellular,jul,46,-1,0,no
34,unknown,jun,326,-1,0,no
29,telephone,jul,342,-1,0,no
57,cellular,feb,49,-1,0,no
43,cellular,aug,110,-1,0,no
49,unknown,may,25,-1,0,no
38,cellular,nov,213,-1,0,no
40,cellular,jul,173,-1,0,no
58,cellular,nov,297,-1,0,no
38,unknown,may,88,-1,0,no
35,unknown,jun,426,-1,0,no
47,telephone,nov,195,112,8,no
45,cellular,aug,230,-1,0,no
29,cellular,jan,413,-1,0,no
59,cellular,jul,206,-1,0,no
26,cellular,may,138,-1,0,no
31,unknown,may,334,-1,0,no
34,cellular,apr,470,150,5,no
35,telephone,jul,102,-1,0,no
37,unknown,jun,95,-1,0,no
27,unknown,may,332,-1,0,no
53,cellular,aug,129,-1,0,no
51,cellular,aug,91,-1,0,no
33,cellular,may,104,-1,0,no
32,unknown,jun,258,-1,0,no
46,cellular,jul,90,-1,0,no
32,cellular,jul,310,-1,0,no
40,cellular,may,207,351,2,no
39,unknown,jun,43,-1,0,no
51,telephone,jul,126,-1,0,no
55,cellular,may,123,-1,0,no
43,unknown,may,284,-1,0,no
34,cellular,may,59,-1,0,no
48,cellular,nov,67,-1,0,no
26,cellular,may,8,-1,0,no
39,cellular,may,62,-1,0,no
49,unknown,jun,84,-1,0,no
52,cellular,nov,143,154,3,no
38,unknown,may,195,-1,0,no
49,unknown,may,221,-1,0,no
35,cellular,jul,199,-1,0,no
26,cellular,may,582,283,4,no
25,unknown,may,351,-1,0,no
42,cellular,aug,163,-1,0,no
49,unknown,may,234,-1,0,no
52,cellular,jul,393,-1,0,no
36,telephone,aug,240,107,4,no
35,cellular,may,150,360,1,no
33,cellular,feb,124,273,1,no
59,cellular,jul,247,-1,0,no
43,cellular,may,66,363,22,no
37,unknown,may,219,-1,0,no
31,cellular,nov,631,-1,0,no
34,cellular,apr,156,147,7,no
34,unknown,may,160,-1,0,no
40,unknown,jun,150,-1,0,no
58,cellular,jul,5,-1,0,no
34,cellular,aug,122,-1,0,no
34,unknown,may,559,-1,0,no
42,unknown,may,141,-1,0,no
59,cellular,nov,216,-1,0,no
31,cellular,feb,577,-1,0,no
39,cellular,jul,193,-1,0,no
34,cellular,aug,210,-1,0,no
47,cellular,aug,732,-1,0,no
42,unknown,may,121,-1,0,no
33,unknown,may,109,-1,0,no
30,cellular,nov,140,-1,0,no
40,cellular,may,541,295,6,no
34,cellular,nov,108,-1,0,no
46,cellular,nov,80,152,1,no
32,unknown,may,155,-1,0,no
46,cellular,may,389,-1,0,no
26,cellular,feb,133,-1,0,no
42,cellular,nov,328,-1,0,no
42,unknown,may,187,-1,0,no
41,unknown,jun,87,-1,0,no
34,cellular,nov,162,173,3,no
32,unknown,may,294,-1,0,no
56,cellular,jul,212,-1,0,no
45,cellular,may,108,-1,0,no
28,cellular,feb,172,-1,0,no
30,cellular,may,176,-1,0,no
39,unknown,may,212,-1,0,no
49,cellular,nov,148,871,2,no
50,cellular,feb,99,-1,0,no
45,cellular,aug,133,-1,0,no
30,cellular,feb,170,-1,0,no
34,cellular,jun,153,309,3,no
32,cellular,may,72,361,1,no
41,cellular,jun,230,-1,0,no
35,cellular,jul,322,-1,0,no
38,cellular,may,244,-1,0,no
47,cellular,feb,285,-1,0,no
34,cellular,aug,163,-1,0,no
43,cellular,may,66,-1,0,no
32,unknown,may,343,-1,0,no
50,cellular,jul,22,-1,0,no
32,unknown,may,226,-1,0,no
55,cellular,aug,151,-1,0,no
28,cellular,jul,158,-1,0,no
33,unknown,may,863,-1,0,no
34,unknown,may,214,-1,0,no
59,unknown,may,143,-1,0,no
34,cellular,may,191,294,1,no
27,cellular,may,493,-1,0,no
44,unknown,may,13,-1,0,no
34,unknown,may,249,-1,0,no
42,telephone,jul,88,-1,0,no
38,cellular,jun,167,298,10,no
34,cellular,aug,96,-1,0,no
29,cellular,aug,200,159,3,no
37,cellular,jan,337,-1,0,no
58,cellular,aug,139,-1,0,no
44,unknown,may,570,-1,0,no
45,cellular,jul,100,-1,0,no
56,cellular,feb,70,7,7,no
44,cellular,apr,525,-1,0,no
30,cellular,aug,696,-1,0,no
38,unknown,may,535,-1,0,no
36,cellular,feb,383,-1,0,no
21,unknown,aug,6,-1,0,no
38,cellular,feb,105,-1,0,no
42,unknown,jun,370,-1,0,no
45,cellular,aug,29,-1,0,no
34,cellular,may,184,167,6,no
48,cellular,feb,47,222,3,no
36,unknown,may,241,-1,0,no
52,unknown,may,153,-1,0,no
27,cellular,jul,273,91,1,no
36,unknown,jun,197,-1,0,no
35,cellular,aug,94,-1,0,no
31,unknown,jun,135,-1,0,no
28,cellular,may,153,371,2,no
43,unknown,jun,113,-1,0,no
25,cellular,may,117,-1,0,no
34,unknown,may,318,-1,0,no
40,cellular,aug,164,-1,0,no
47,unknown,jun,40,-1,0,no
36,unknown,jun,55,-1,0,no
59,unknown,may,228,-1,0,no
57,cellular,aug,76,-1,0,no
57,unknown,may,73,-1,0,no
34,unknown,may,89,-1,0,no
51,cellular,aug,109,-1,0,no
54,cellular,jul,98,-1,0,no
44,cellular,nov,157,172,1,no
43,cellular,nov,465,-1,0,no
33,cellular,may,186,-1,0,no
42,cellular,nov,52,-1,0,no
44,cellular,jul,342,-1,0,no
29,unknown,may,16,-1,0,no
31,unknown,may,298,-1,0,no
40,cellular,aug,197,-1,0,no
34,unknown,may,956,-1,0,no
38,cellular,may,95,327,9,no
32,unknown,may,546,-1,0,no
41,unknown,may,124,-1,0,no
25,cellular,jul,113,-1,0,no
38,cellular,may,245,-1,0,no
43,unknown,may,371,-1,0,no
37,cellular,aug,199,-1,0,no
36,unknown,may,90,-1,0,no
49,unknown,may,93,-1,0,no
33,cellular,may,31,363,2,no
35,cellular,jul,156,-1,0,no
35,cellular,nov,340,183,2,no
29,cellular,jan,510,-1,0,no
54,cellular,aug,177,-1,0,no
27,cellular,oct,123,-1,0,no
34,cellular,feb,270,-1,0,no
39,unknown,may,225,-1,0,no
44,cellular,jul,160,-1,0,no
37,unknown,jun,247,-1,0,no
40,telephone,may,364,355,1,no
36,unknown,may,168,-1,0,no
35,unknown,may,836,-1,0,no
30,cellular,aug,131,-1,0,no
25,unknown,jun,89,-1,0,no
34,cellular,aug,116,-1,0,no
52,unknown,jun,58,-1,0,no
39,unknown,sep,36,-1,0,no
34,cellular,jul,240,-1,0,no
34,cellular,aug,132,-1,0,no
30,cellular,jul,544,-1,0,no
33,unknown,may,266,-1,0,no
30,cellular,feb,443,-1,0,no
39,unknown,may,109,-1,0,no
36,cellular,feb,15,207,3,no
27,cellular,sep,146,224,1,no
37,unknown,jun,199,-1,0,no
58,cellular,jul,145,-1,0,no
56,cellular,jun,56,-1,0,no
34,cellular,may,11,-1,0,no
33,cellular,nov,411,173,2,no
26,cellular,jul,165,-1,0,no
40,unknown,may,619,-1,0,no
35,cellular,apr,203,-1,0,no
45,unknown,may,254,-1,0,no
35,unknown,may,189,-1,0,no
34,unknown,may,339,-1,0,no
44,cellular,apr,106,-1,0,no
54,unknown,may,74,-1,0,no
43,telephone,jul,29,-1,0,no
42,cellular,may,203,334,2,no
32,cellular,may,158,167,1,no
30,cellular,jul,100,-1,0,no
26,cellular,jul,160,-1,0,no
30,cellular,nov,661,-1,0,no
32,cellular,may,166,-1,0,no
50,unknown,may,54,-1,0,no
33,unknown,may,58,-1,0,no
57,telephone,jul,25,-1,0,no
33,unknown,may,494,-1,0,no
53,unknown,jun,226,-1,0,no
24,unknown,may,234,-1,0,no
38,unknown,jun,270,-1,0,no
56,cellular,may,1022,360,2,no
41,cellular,nov,134,-1,0,no
44,cellular,aug,251,-1,0,no
33,cellular,may,178,365,5,no
30,cellular,aug,202,83,5,no
43,unknown,may,379,-1,0,no
55,unknown,may,159,-1,0,no
60,cellular,apr,156,-1,0,no
43,unknown,jun,332,-1,0,no
31,telephone,may,90,-1,0,no
56,telephone,nov,291,-1,0,no
42,telephone,feb,23,-1,0,no
52,cellular,jul,122,-1,0,no
40,cellular,jul,105,172,1,no
37,cellular,aug,331,-1,0,no
40,unknown,may,70,-1,0,no
49,telephone,jul,281,-1,0,no
32,cellular,may,204,-1,0,no
49,cellular,aug,356,-1,0,no
41,cellular,nov,386,-1,0,no
58,unknown,jun,295,-1,0,no
36,cellular,may,86,-1,0,no
52,cellular,aug,16,-1,0,no
56,telephone,nov,99,-1,0,no
32,unknown,may,323,-1,0,no
62,cellular,oct,78,-1,0,no
31,cellular,aug,121,-1,0,no
39,cellular,jun,96,-1,0,no
42,cellular,jul,386,-1,0,no
37,unknown,may,594,-1,0,no
29,cellular,may,240,-1,0,no
45,unknown,may,149,-1,0,no
46,cellular,aug,217,-1,0,no
39,cellular,aug,136,-1,0,no
28,unknown,may,322,-1,0,no
26,cellular,nov,104,196,1,no
52,cellular,nov,189,111,4,no
33,cellular,aug,123,-1,0,no
35,cellular,jul,632,-1,0,no
40,cellular,apr,101,-1,0,no
37,cellular,apr,640,-1,0,no
39,cellular,apr,517,255,1,no
28,unknown,may,160,-1,0,no
54,cellular,aug,73,-1,0,no
30,cellular,may,98,167,2,no
45,unknown,may,208,-1,0,no
27,unknown,may,332,-1,0,no
35,cellular,jul,505,-1,0,no
30,cellular,may,284,371,1,no
28,cellular,jan,73,256,3,no
33,cellular,jul,90,-1,0,no
29,unknown,may,104,-1,0,no
58,unknown,jun,67,-1,0,no
35,cellular,may,146,-1,0,no
49,cellular,jul,71,-1,0,no
36,cellular,oct,174,-1,0,no
31,unknown,jun,292,-1,0,no
59,unknown,may,240,-1,0,no
51,cellular,aug,248,-1,0,no
47,telephone,aug,128,-1,0,no
46,telephone,feb,161,-1,0,no
42,telephone,jul,175,-1,0,no
31,cellular,nov,356,-1,0,no
34,unknown,may,133,-1,0,no
47,unknown,jun,422,-1,0,no
44,unknown,jun,227,-1,0,no
52,telephone,nov,117,-1,0,no
32,cellular,apr,135,-1,0,no
28,unknown,jun,361,-1,0,no
39,cellular,aug,230,-1,0,no
38,cellular,feb,419,-1,0,no
54,cellular,nov,71,-1,0,no
32,cellular,jul,357,-1,0,no
32,cellular,nov,164,179,3,no
59,unknown,may,263,-1,0,no
45,unknown,jun,146,-1,0,no
37,cellular,jul,106,-1,0,no
47,unknown,may,322,-1,0,no
39,cellular,nov,48,181,3,no
62,cellular,sep,123,-1,0,no
40,unknown,may,483,-1,0,no
26,cellular,may,238,-1,0,no
39,cellular,jul,122,-1,0,no
31,cellular,aug,385,-1,0,no
35,unknown,may,240,-1,0,no
55,cellular,may,104,-1,0,no
25,cellular,jul,144,-1,0,no
58,cellular,nov,598,-1,0,no
55,telephone,nov,123,-1,0,no
31,cellular,aug,123,-1,0,no
47,cellular,jul,70,-1,0,no
31,cellular,aug,139,-1,0,no
46,cellular,jan,190,-1,0,no
58,unknown,jun,162,-1,0,no
41,cellular,aug,106,-1,0,no
38,cellular,feb,74,-1,0,no
59,unknown,may,57,-1,0,no
32,cellular,jan,119,-1,0,no
34,unknown,may,248,-1,0,no
41,cellular,feb,244,-1,0,no
41,unknown,jun,87,-1,0,no
27,cellular,jul,172,-1,0,no
36,unknown,jun,359,-1,0,no
42,telephone,jul,41,-1,0,no
41,unknown,may,232,-1,0,no
53,unknown,jun,161,-1,0,no
67,cellular,apr,124,-1,0,no
33,unknown,may,162,-1,0,no
31,unknown,jun,431,-1,0,no
31,cellular,jul,191,-1,0,no
30,cellular,aug,249,-1,0,no
48,unknown,may,189,-1,0,no
30,cellular,aug,167,-1,0,no
43,cellular,aug,73,-1,0,no
35,cellular,nov,168,-1,0,no
33,cellular,aug,107,-1,0,no
59,cellular,may,44,-1,0,no
44,unknown,may,127,-1,0,no
35,cellular,apr,93,329,7,no
55,cellular,jan,143,2,3,no
49,cellular,nov,77,185,7,no
36,unknown,jun,77,-1,0,no
32,cellular,nov,159,195,2,no
48,unknown,nov,125,111,3,no
36,unknown,may,103,-1,0,no
43,cellular,jul,646,-1,0,no
48,telephone,feb,45,-1,0,no
56,cellular,feb,128,-1,0,no
31,cellular,aug,169,-1,0,no
61,unknown,may,118,-1,0,no
26,unknown,may,371,-1,0,no
26,cellular,jul,246,-1,0,no
44,unknown,jun,218,-1,0,no
60,telephone,oct,167,-1,0,no
32,cellular,aug,209,-1,0,no
37,cellular,feb,204,-1,0,no
56,cellular,jul,542,-1,0,no
43,unknown,may,122,-1,0,no
55,cellular,aug,81,-1,0,no
34,unknown,may,420,-1,0,no
30,cellular,jul,209,-1,0,no
34,cellular,jul,203,-1,0,no
34,cellular,feb,265,-1,0,no
33,cellular,apr,342,332,1,no
23,unknown,jun,13,-1,0,no
36,cellular,may,185,-1,0,no
32,unknown,may,139,-1,0,no
40,cellular,may,60,-1,0,no
72,cellular,apr,173,-1,0,no
43,unknown,may,353,-1,0,no
44,cellular,may,143,357,1,no
35,cellular,apr,18,-1,0,no
46,cellular,nov,466,-1,0,no
55,cellular,apr,85,151,1,no
50,cellular,jul,148,-1,0,no
49,unknown,jun,66,-1,0,no
34,cellular,apr,121,-1,0,no
41,cellular,may,102,-1,0,no
48,cellular,aug,60,-1,0,no
57,unknown,may,44,-1,0,no
28,cellular,apr,171,-1,0,no
56,cellular,jul,247,-1,0,no
38,unknown,may,172,-1,0,no
27,unknown,may,78,-1,0,no
45,unknown,may,319,-1,0,no
31,cellular,feb,111,-1,0,no
39,unknown,may,158,-1,0,no
42,cellular,aug,82,-1,0,no
59,unknown,may,184,-1,0,no
39,cellular,nov,76,-1,0,no
36,cellular,jan,57,-1,0,no
55,cellular,jul,277,-1,0,no
31,cellular,apr,218,-1,0,no
60,unknown,jun,313,-1,0,no
35,unknown,may,207,-1,0,no
38,unknown,may,262,-1,0,no
46,cellular,aug,134,-1,0,no
45,unknown,jun,197,-1,0,no
59,cellular,may,214,-1,0,no
46,cellular,jul,196,-1,0,no
33,cellular,may,177,-1,0,no
46,unknown,may,141,-1,0,no
48,cellular,jul,164,-1,0,no
31,cellular,jul,151,-1,0,no
35,cellular,may,65,-1,0,no
42,unknown,may,291,-1,0,no
53,cellular,oct,317,192,1,no
52,cellular,may,253,-1,0,no
45,unknown,jun,74,-1,0,no
38,cellular,may,580,173,1,no
25,unknown,jun,233,-1,0,no
26,cellular,aug,402,-1,0,no
57,cellular,sep,585,-1,0,no
48,unknown,may,145,-1,0,no
48,unknown,jun,143,-1,0,no
83,telephone,may,664,77,3,no
58,cellular,aug,270,-1,0,no
51,unknown,may,142,-1,0,no
31,cellular,nov,187,-1,0,no
33,cellular,may,268,-1,0,no
53,cellular,nov,183,-1,0,no
36,cellular,feb,123,99,8,no
32,cellular,apr,20,-1,0,no
45,cellular,feb,232,253,1,no
35,cellular,nov,547,-1,0,no
41,cellular,jul,71,-1,0,no
54,cellular,jul,113,-1,0,no
28,cellular,may,246,343,1,no
24,unknown,jun,108,-1,0,no
30,cellular,jan,253,-1,0,no
36,cellular,aug,333,-1,0,no
53,unknown,may,106,-1,0,no
47,unknown,may,312,-1,0,no
42,unknown,may,69,-1,0,no
32,cellular,jul,226,-1,0,no
31,unknown,may,182,-1,0,no
56,cellular,feb,916,-1,0,no
58,cellular,aug,506,-1,0,no
37,cellular,apr,81,-1,0,no
59,cellular,apr,30,-1,0,no
39,cellular,aug,313,-1,0,no
30,cellular,may,19,-1,0,no
47,unknown,may,389,-1,0,no
44,cellular,aug,211,-1,0,no
38,cellular,aug,132,-1,0,no
50,cellular,aug,474,-1,0,no
27,cellular,may,157,351,5,no
40,cellular,nov,52,152,6,no
46,unknown,may,279,-1,0,no
56,telephone,jul,27,-1,0,no
33,cellular,nov,679,-1,0,no
31,cellular,feb,39,-1,0,no
52,unknown,jun,315,-1,0,no
51,cellular,aug,293,-1,0,no
33,cellular,feb,439,-1,0,no
51,cellular,aug,316,-1,0,no
44,unknown,may,770,-1,0,no
50,telephone,jul,340,-1,0,no
37,cellular,nov,291,-1,0,no
28,unknown,may,965,-1,0,no
56,unknown,jun,594,-1,0,no
59,cellular,may,139,350,1,no
32,unknown,may,501,-1,0,no
57,cellular,jul,274,-1,0,no
49,telephone,nov,10,-1,0,no
33,cellular,may,302,356,3,no
48,cellular,may,243,-1,0,no
31,cellular,jul,410,-1,0,no
28,unknown,may,190,-1,0,no
41,cellular,jul,391,-1,0,no
32,unknown,jun,746,-1,0,no
46,cellular,apr,239,259,2,no
32,cellular,aug,90,-1,0,no
39,unknown,jun,29,-1,0,no
35,cellular,apr,58,136,1,no
48,cellular,aug,348,-1,0,no
39,cellular,may,503,-1,0,no
74,cellular,jan,100,104,1,no
30,unknown,may,544,-1,0,no
52,unknown,may,182,-1,0,no
24,cellular,apr,90,-1,0,no
29,unknown,may,272,-1,0,no
33,cellular,jul,260,-1,0,no
34,unknown,may,672,-1,0,no
31,telephone,jul,275,-1,0,no
46,cellular,aug,40,-1,0,no
27,unknown,jun,749,-1,0,no
30,cellular,aug,142,-1,0,no
59,unknown,may,204,-1,0,no
57,cellular,may,102,178,5,no
55,cellular,aug,73,-1,0,no
40,cellular,nov,57,-1,0,no
39,cellular,apr,504,-1,0,no
49,unknown,may,113,-1,0,no
57,cellular,aug,151,-1,0,no
38,cellular,feb,63,-1,0,no
64,cellular,jul,531,-1,0,no
40,cellular,aug,154,-1,0,no
57,telephone,jul,73,-1,0,no
