pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,class
0,19.76,24.94,32.24,0,0.46,0.59,0.76,93.83,0.23,3.72,2.58,2.31,2.25,2.52,74.9,5.78,76.07,2,5055,60.38,76.94,5.66,25.74,1979,9.34,0.52,48300,57700,71100,22800,252,305,379,127,400,28.3,23.4,13.9,0,1,2.34,20.91,42.29,58.81,74.73,17,1063,0.29,0,1
13.91,21.87,33.36,43.05,4.28,6.72,10.26,13.24,60.17,6.15,9.26,6.55,2.78,2.91,2.59,62.91,11.59,52.24,2,3641,96.47,60.14,1.32,19.36,1959,0.81,0.42,237400,288000,367500,130100,585,695,879,294,749,27.4,25,11.5,217,122,30.76,48.31,53.89,73.5,89.99,61.9,4522.6,11.51,0,1
9.19,14.91,18.22,29.67,0.59,0.96,1.17,1.91,90.9,1.29,4.08,2.81,2.55,2.72,2.23,69.26,1.36,37.83,3,160,96.2,64.85,0,33.12,1954,0.79,0,144300,166700,192100,47800,370,547,721,351,631,24.3,22.4,15.7,0,0,6.43,71.7,57.29,85.97,90.44,5.4,1902.6,1.47,0,1
0,5.46,34.43,42.08,0,0.05,0.34,0.41,96.89,0.45,5.06,3.57,2.52,2.54,2.5,56.76,3.81,43.33,3,513,93.26,56.42,2.34,40.35,1966,10.14,0.34,32600,49800,77400,44800,112,184,259,147,286,27.8,21.3,15.7,2,0,0.98,80.78,57.46,85.75,92.75,12.5,1493.3,0,0,2
33.79,45.45,47.63,51.78,0.74,1,1.05,1.14,96.55,0.36,3.76,2.67,2.51,2.63,1.9,88.02,0.63,38.15,3,445,95.26,84.15,1.35,40.45,1944,0.85,0.15,77400,98100,143900,66500,326,452,646,320,530,26.8,19.3,12.6,0,0,2.2,66.74,66.54,82.78,91.81,6.1,3761,2.07,0,1
11.53,20.84,28.07,35.25,0.33,0.6,0.81,1.02,94.8,0.65,3.88,2.79,2.58,2.65,2.48,60.89,2.72,41.34,3,3950,92.63,59.25,1.22,27.29,1966,5.23,0.27,63000,78200,97700,34700,303,385,471,168,470,26.1,22.4,13.2,18,1,2.88,47.36,45.63,66.09,77.87,53.7,2492.2,2.38,8.82,1
24.04,24.04,27.32,49.18,0.3,0.3,0.34,0.61,96.38,0.58,2.15,1.46,2.34,2.53,1.88,75.76,1,47.81,3,248,96.17,69.91,0.4,39.92,1956,2.62,0.08,34700,46800,65700,31000,183,258,325,142,300,20.8,15.2,12.1,0,0,1.24,79.52,55.78,83.56,93.56,9.3,1593,0.25,0,1
15.03,20.93,26.3,34.7,0.17,0.24,0.3,0.39,94.66,0.46,7.79,5.42,2.63,2.64,2.61,56.95,5.54,48.37,3,2214,89.12,56.64,15.31,50.14,1962,10.81,0.64,35600,54300,80300,44700,148,233,338,190,332,30.6,19.3,14,49,0,1.14,79.15,53.03,85.09,91.36,25.6,1919.6,2.96,4.82,2
7.03,9.13,17.13,21.08,0.27,0.36,0.67,0.82,93.96,0.69,5.23,4.07,2.82,2.92,2.59,70.31,3.17,39.81,3,866,96.63,67.75,2.19,24.25,1962,2.6,0.31,37200,48400,63900,26700,294,387,444,150,457,23.2,15.9,12.8,0,0,3.9,74.75,59.51,91.92,94.73,24.5,2894.5,0.69,4.76,1
0,0,0,0,0,0,0,0,97.61,0.32,2.68,1.88,2.38,2.42,2.31,69.51,1.22,51.99,2,360,92.2,68.48,4.17,56.94,1943,9.98,0.26,27900,38100,50400,22500,142,188,238,96,276,28,15.7,11.8,0,0,0.28,84.48,58.35,86.25,93.1,3,3623,0.11,0,1
15.91,25.86,37.12,44.62,0.94,1.53,2.19,2.63,90.27,1.37,5.36,3.69,2.68,2.84,2.5,55.96,4.89,47.7,3,11451,87.84,52.81,5.83,42.75,1976,3.4,0.55,81700,109700,143300,61600,412,528,692,280,564,24.8,22.6,11.4,310,34,5.9,26.62,37.54,68.86,75,1758.8,128.7,2.42,6.02,2
19.83,32.14,48.19,65.61,2.5,4.05,6.08,8.28,80.23,4.9,5.27,3.3,2.44,2.73,2.26,41.68,7.96,64.72,2,7823,88.99,37.15,1.05,20.93,1976,6.09,0.35,63400,79400,102900,39500,351,424,524,173,485,23,20,12.2,0,0,12.62,52.32,35.53,67.51,82.91,70.1,2213,1.5,5.04,1
5.54,14.05,17.7,23.38,0.16,0.42,0.52,0.69,95.12,0.05,3.68,2.22,2.36,2.7,1.96,61.53,1.34,48.05,3,1063,90.11,53.67,0.85,52.49,1959,2.28,0.29,85600,108800,151100,65500,315,408,499,184,475,27.6,18.9,12.8,1,0,2.96,71.72,47.93,71.42,84.67,29.4,848.9,1.64,0,2
0,5.78,10.02,10.02,0,0.24,0.41,0.41,87.51,0.22,4.28,3.7,3.07,3.12,2.33,94.74,0.25,13.02,3,159,96.17,93.07,0,50.31,1976,0,0,151700,199500,258600,106900,441,760,930,489,849,26.1,23.1,12.5,0,0,4.13,48.42,60.17,82.33,85.46,34,369.3,0.39,0,1
14.32,24.22,28.91,38.8,0.15,0.25,0.29,0.4,96.35,0.47,4.49,3.02,2.42,2.46,2.36,64.73,2.72,50.87,2,2586,85.37,63.75,3.75,54.83,1959,10.98,0.42,26900,40300,59400,32500,157,229,290,133,298,27.7,19.6,13.5,73,0,1.02,69.79,50.52,83.12,93.06,35.7,1055.8,0.07,0,2
0,1.72,8.02,9.74,0,0.03,0.12,0.14,95.85,0.35,4.49,3.29,2.71,2.96,2.28,68.84,1.51,39.8,3,201,97.74,62.96,0.5,25.87,1967,1.46,0.32,62500,73100,90400,27900,320,391,444,124,455,23.8,20.4,13,2,0,1.46,84.14,52.47,82.5,94.86,10.4,2302,0.28,0,1
25.18,40.06,51.68,60.85,0.67,1.06,1.37,1.61,78.51,1.47,5.44,3.53,2.5,2.75,2.23,58.49,4.61,51.49,2,4053,89.96,53.34,5.5,45.5,1971,6.12,0.67,41900,66000,94200,52300,198,254,327,129,333,24.2,18,13.1,46,1,2.65,79.32,49.61,79.34,92.78,42.4,2226.3,2.16,11.7,2
0,0,5.88,15.97,0,0,0.04,0.12,97.71,0.18,2.74,1.83,2.36,2.48,2.15,69.11,0.88,49.57,3,369,94.68,65.97,2.44,32.25,1951,5.33,0.53,38200,50200,69300,31100,194,244,295,101,309,24.7,19.5,12.4,0,0,0.76,86.58,57.93,88.5,95.75,7.1,2223.9,0.29,0,1
9.32,15.41,25.09,27.96,0.1,0.17,0.28,0.31,97.38,0.34,3.23,2.5,2.67,2.79,2.38,73.58,1.36,35.22,3,383,96.07,70.34,2.09,27.68,1968,2.74,0.38,63100,77400,96400,33300,303,368,430,127,445,24.1,20.4,12.3,0,0,1.1,78.41,50.71,87.03,93.54,38.2,661.4,1.69,0,1
31.82,31.82,54.04,57.07,0.28,0.28,0.47,0.5,97.11,0.81,4.98,3.51,2.52,2.55,2.48,60.14,3.94,51.85,2,1154,88.29,59.4,3.81,50.17,1962,7.8,0.42,28100,42700,60800,32700,152,255,325,173,334,27.1,17.3,14.6,8,14,0.87,46.52,56.75,80.32,86.84,17.2,1315.1,0.11,0,2
14.75,17.74,22.56,25.63,1.55,1.87,2.37,2.7,86.55,1.99,3.67,2.86,2.67,2.9,1.87,83.89,0.79,32.21,3,67,98.41,77.02,0,49.25,1956,0,0.17,181800,213300,249900,68100,536,717,882,346,754,25.8,22.3,13.8,0,0,10.52,67.5,65.22,84.91,93.85,4.4,2756.1,6.25,0,1
11.75,13.31,28.17,38.68,0.46,0.52,1.1,1.51,94.49,0.47,3.31,2.91,3.07,3.15,2.38,91.93,0.34,9.37,4,418,96.24,89.58,0.96,24.64,1978,0.12,0.11,119800,145100,189100,69300,454,530,728,274,631,23,20.4,10.8,0,0,3.91,37.88,49.69,72.86,74.16,15.9,2067.7,0.29,0,1
12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3,1875,88.23,58.3,1.92,38.61,1965,8.75,0.41,35000,49800,72500,37500,178,279,361,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,16,2144.9,0.05,0,2
13.23,22.54,35.83,47.03,1.31,2.23,3.54,4.65,76.74,5.64,9.02,4.86,2.3,2.42,2.25,31.93,8.77,67.53,2,5895,72.74,30.4,13.66,57.59,1955,11.49,0.98,54300,73400,100700,46400,215,394,517,302,434,28.2,19.7,15.8,594,22,9.89,49.49,53.85,81.22,86.35,11.8,3230.5,25.65,0,2
19.99,38.64,50.92,62.99,4.32,8.36,11.01,13.62,72.17,7.29,7.56,5.17,2.66,2.64,2.68,40.54,11.3,63.69,2,968,94.98,40.93,1.24,13.84,1970,1.23,0.23,190900,254500,310500,119600,621,701,851,230,746,28.2,24.6,11.4,32,10,21.63,37.32,32.17,69.29,78.7,11.7,4333.9,2.3,0,1
13.1,19.41,28.47,33,1.43,2.11,3.1,3.59,80.79,4.31,8.07,6.59,3.08,2.87,3.29,45.76,11.36,42.76,3,233,96.86,49.19,2.58,19.31,1973,4.27,0.27,71700,89800,112100,40400,321,377,448,127,446,26.9,21.8,12.1,19,0,10.89,42.85,34.22,63.89,75.03,5.3,4169.5,0.39,0,2
11.11,14.39,16.76,21.49,0.52,0.67,0.79,1.01,93.68,0.62,4.93,3.07,2.38,2.75,1.71,74.42,0.87,41.43,3,198,96.13,64.33,2.02,26.26,1939,1.61,1.23,85200,106500,128900,43700,390,469,550,160,535,25.9,22.3,15.4,0,0,4.69,79.28,61.84,84.57,94.37,1.2,9600,15.85,0,1
20.29,33.33,33.33,42.03,0.58,0.96,0.96,1.21,86.32,0.74,5.29,3.87,2.58,2.73,2.26,70.46,1.6,38.07,3,172,96.41,66.4,0,30.81,1969,6.47,0.5,79000,96800,125100,46100,358,454,524,166,521,23,19.3,11.5,43,0,2.88,81.32,60.33,85.97,92.19,20.7,580.7,1.03,0,1
1.91,6.28,9.29,10.66,0.02,0.06,0.09,0.1,93.67,0.66,4.85,3.23,2.48,2.61,2.21,70.96,1.65,44.89,3,802,95.1,67.48,2.37,48.88,1939,4.81,0.46,24500,32600,43600,19100,198,268,329,131,312,29.2,17.3,14.3,26,0,0.94,88.91,63.14,88.46,96.22,10.8,3613.2,1.55,0,1
20.39,31.82,41.18,46.28,0.83,1.3,1.69,1.89,93.12,1.62,4.62,2.91,2.36,2.5,2.22,52.71,4.04,63.24,2,625,92.02,49.74,4.32,32.32,1950,9.1,0.5,32900,48200,67700,34800,192,261,331,139,318,27.2,20.1,13.1,84,2,4.09,44.03,41.64,71.32,80.76,17,1043.6,1,0,1
7.78,7.78,10.44,10.44,0.33,0.33,0.45,0.45,81.57,1.46,3.28,2.65,2.74,2.91,2.01,85.9,0.59,32.36,3,106,97.24,80.8,2.83,43.4,1959,0.13,0,116500,146600,184000,67500,252,433,575,323,518,23.6,21,14.5,0,0,4.29,74.45,68.04,92.06,93.3,24.9,421.5,1.09,0,1
5.74,8.65,16.44,23.17,0.34,0.51,0.97,1.36,88.67,1.23,4.69,3.57,2.79,2.95,2.22,81.66,1.42,42.84,3,712,92.81,76.98,4.49,53.23,1968,0.83,0.15,127500,150300,182300,54800,472,605,701,229,646,24.8,23.5,13.6,0,0,5.88,7.85,61.74,75.94,77.59,25.6,1006,0.33,0,1
27.84,43.36,50,58.77,5.26,8.19,9.44,11.1,64.38,12.31,12.78,9.02,2.7,2.42,3.29,61.18,11.68,65.56,2,135,97.26,68.16,2.22,31.11,1970,6.33,0.53,43300,51900,66300,23000,265,335,388,123,402,27.6,22.8,12.4,18,0,18.89,40.35,46.81,72.38,83.28,4.4,3071.5,0.73,0,1
18.31,29.75,40.91,51.03,6.53,10.61,14.59,18.2,43.52,14.19,13.97,10.88,3.22,3.28,3.19,36.12,29.07,73.7,2,470,96.92,35.46,1.49,23.4,1962,4.6,0.4,90300,114700,141900,51600,346,441,539,193,476,29.7,23.7,10.9,0,10,35.66,34.95,37.65,69.74,75.56,7.8,6919.5,6.02,0,2
19.67,21.05,26.87,28.81,0.56,0.6,0.76,0.81,94.24,1.19,4.07,3.09,2.72,2.84,2.3,80.91,1.22,36.79,3,752,86.1,77.42,0.93,68.35,1965,1.05,1.61,151400,174800,215400,64000,488,640,750,262,775,28.7,24.7,13.5,46,0,2.83,62.52,54.9,73.72,89.19,16.9,756.9,0.87,0,1
13.98,13.98,24.58,42.37,0.21,0.21,0.37,0.64,96.12,0.55,24.41,20.8,3.7,3.82,3.36,77.74,6.47,30.29,3,126,97.02,75.44,3.97,46.83,1969,1.81,0.5,52500,64300,77900,25400,252,304,378,126,384,24.4,21.3,12.3,0,0,1.5,78.03,59.24,85.85,91.48,6.4,2469.5,0.89,0,1
17.36,26.49,32.04,39.73,1.14,1.74,2.11,2.61,90.62,1.43,4.47,3.36,2.74,2.82,2.56,69.24,3.57,32.77,3,846,96.06,67.14,1.18,12.88,1970,0.72,0.11,181600,217300,264100,82500,555,680,839,284,762,27.8,25.9,11.8,41,0,6.58,56.66,46.26,76.73,90.54,20.3,2789.6,1.55,0,1
12.5,12.5,12.5,22.5,0.09,0.09,0.09,0.16,97.41,0.34,3.89,3.02,2.68,2.76,2.56,62.03,2.31,43.49,3,137,96.74,60.28,5.11,35.04,1960,6.9,0.12,44100,55600,70400,26300,191,270,338,147,361,25.6,17.4,12.2,0,0,0.73,69.94,55.26,79.49,94.39,8.4,1306.8,0.2,0,1
0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,3,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,8.4,2100.6,0.39,0,1
16.4,27.69,33.52,40.54,1.64,2.77,3.35,4.05,86.09,3.4,3.45,2.08,2.04,1.9,2.28,57.94,4.86,83.88,2,2295,88.35,62.33,0.61,26.27,1976,3.59,0.18,71800,89900,113900,42100,346,435,532,186,500,31.4,25.7,11.4,48,0,9.99,33.33,36.1,66.22,87.7,18.2,1982.8,0.29,0,2
22.51,38.33,52.62,61.06,0.66,1.12,1.54,1.79,95.34,0.86,3.24,1.98,2.38,2.63,2.15,52.6,2.5,53.5,2,1598,91.46,47.57,2.32,20.34,1974,5.05,0.43,57400,78200,103800,46400,263,326,393,130,388,27.2,20.9,13.1,44,2,2.93,63.58,36.57,65.04,84.18,31.5,1428.3,0.09,0,2
22.57,29.11,38.49,44.69,2.58,3.33,4.41,5.12,87.4,1,4.93,2.86,2.31,2.6,2,57.49,2.58,58.32,2,1210,95.85,51.06,1.24,27.11,1939,1.28,0.41,113500,184800,291800,178300,471,584,719,248,636,27.9,20.8,12.9,43,12,11.46,48.18,44.94,74.19,78.07,8,9117.7,21.73,0,1
0,0,0,10.66,0,0,0,0.26,94.61,0.87,8.34,5.67,2.65,2.81,2.47,56.47,4.03,50.51,2,398,91.47,53.23,8.29,42.71,1939,11.06,0.56,15800,22700,31100,15300,189,257,306,117,325,32.2,17.4,14.5,0,0,2.4,73.05,61.23,95.09,96.45,2.8,4093.3,3.88,0,1
4.77,6.14,9.77,9.77,0.18,0.24,0.38,0.38,94.3,0.78,4.71,3.31,2.58,2.72,2.25,73.6,1.71,43.97,3,461,90.48,69.72,1.74,60.09,1939,3.86,0.76,78000,94900,118600,40600,234,374,452,218,437,27.6,22.7,12.7,0,0,3.84,79.15,57.01,82.17,94.05,33.8,339.3,0.32,0,2
12.79,21.41,26.26,35.85,0.39,0.66,0.8,1.1,94.21,0.99,3.35,2.22,2.39,2.65,1.98,67.24,1.77,45.78,3,873,94.09,60.6,0.34,21.42,1970,2.05,0.13,80400,97700,127000,46600,293,379,481,188,429,27,22.3,11.8,0,0,3.07,37.11,45.47,67.85,84.19,12.8,2636.6,2.57,0,1
5.79,10.13,10.13,15.13,0.23,0.4,0.4,0.6,94.14,0.51,3.44,2.53,2.58,2.7,1.82,90.14,0.34,36.08,3,165,97.81,86,1.21,32.12,1961,0.2,0,80000,99900,125000,45000,449,512,577,128,573,27.9,19.1,12.7,0,0,3.94,74.59,60.19,90.52,93.54,5.4,3554.2,19.22,0,1
5.77,8.25,11.95,14.72,0.37,0.53,0.77,0.94,89.48,1.04,6.07,4.9,2.96,3.02,2.56,88.96,1.3,35.49,3,717,93.94,87.22,2.65,54.11,1974,1.22,0.13,119100,143100,171700,52600,487,592,718,231,676,30.6,26.6,16,0,0,6.42,59.5,52.08,67.35,91.09,103.7,320.6,3.61,0,1
5.61,11.46,26.2,38.13,0.37,0.76,1.74,2.54,87.65,0.92,4.19,3.31,2.77,2.85,2.67,55.45,4.73,43.46,3,553,89.33,53.88,0.54,29.66,1979,7.19,0.1,61600,85000,111700,50100,254,312,397,143,400,24.5,22.8,11.4,0,0,6.66,33.15,35.04,55.12,64.61,11.8,1084.5,0.24,0,2
3.27,16.33,16.33,29.39,0.05,0.24,0.24,0.43,97.53,0.3,3.12,2.29,2.51,2.59,2.35,67.11,1.7,38.58,3,512,92.81,64.92,1.95,35.74,1965,9.48,0.15,38500,55800,79400,40900,151,230,304,153,304,25,18.7,12.9,0,0,1.46,65.09,51.62,75.51,87.02,23,730.1,0.28,0,1
12.96,17.23,22.25,27,2.14,2.84,3.67,4.46,80.54,1.73,2.32,1.51,2.34,2.62,1.96,65.18,3.26,46.66,3,215,97.92,58.31,1.86,28.37,1962,0.7,0.06,329300,408200,492000,162700,607,697,888,281,734,27.6,25,12.2,5,0,16.5,51.64,52.49,78.09,90.27,4.7,5142.2,4.68,0,1
7.2,13.3,17.88,23.13,0.78,1.43,1.93,2.49,84.97,1.48,4.46,3.64,2.86,3,2.1,88.48,0.86,25.64,3,549,96.63,84.34,2.73,45.36,1962,0.34,0.21,191200,242200,301200,110000,511,693,872,361,738,26.9,23.1,13.7,0,0,10.78,63.4,64.92,81.74,93.56,24.7,1905.3,4.11,5,1
11.44,18.86,27.66,37.29,1.32,2.18,3.19,4.31,81.99,2.15,6.65,5.21,2.92,2.96,2.87,57.01,6.23,37.25,3,932,96.46,56.24,1.72,16.74,1973,2.17,0.17,111000,139900,174700,63700,421,501,633,212,563,27,24.5,12,91,4,11.55,43.84,36.88,63.32,81.67,37.1,2078.7,1.5,0,2
31.87,31.87,31.87,31.87,0.29,0.29,0.29,0.29,97.58,0.53,7.73,5.49,2.68,2.67,2.69,50.27,6.12,50.68,2,269,93.13,50.47,1.86,24.54,1964,13.36,3.19,42900,59400,80100,37200,163,263,360,197,372,29.9,22.2,12.9,0,0,0.91,87.18,57.3,85.86,96.07,12.4,806.5,0.64,0,2
2.4,3.84,7.36,7.36,0.1,0.17,0.32,0.32,88.07,1.5,3.89,3.02,2.69,2.78,2.26,85.04,1,37.66,3,352,93.8,82.19,2.84,55.97,1960,0.54,0.56,109100,141100,180600,71500,301,440,606,305,538,26.8,22.4,14.8,0,0,4.37,18.12,70.45,83.74,85.68,30.4,470.5,0.4,0,1
6.33,18.9,22.74,29.39,0.22,0.66,0.79,1.02,95.21,0.34,3.4,2.62,2.72,2.94,2.12,78.26,0.76,36.6,3,376,96.41,72.2,0.27,43.88,1971,0.26,0,65700,83700,108100,42400,350,414,494,144,521,21.8,20.8,12.6,0,0,3.48,71.59,52.6,80.25,90.54,17.8,1560.3,0.93,0,1
15.39,24.34,37.27,47.51,3.62,5.72,8.76,11.17,72.32,6.31,5.19,2.87,2.16,2.47,2,39.46,6.27,77.88,2,1241,92.99,34.55,1.69,33.28,1962,2.75,0.94,156500,186300,226500,70000,496,639,791,295,693,25.5,24.8,18.9,81,0,23.51,41.74,52.19,79.47,84.79,4.3,8684.7,14.4,12.84,1
16.82,22.38,25.77,42.9,0.58,0.78,0.89,1.49,89.02,1.55,3.73,3.05,2.82,2.97,2.47,73.93,4.04,29.09,3,236,96.54,70.23,2.54,51.69,1976,2.28,0.54,61800,75000,98100,36300,313,371,453,140,469,23,20.8,11.3,0,0,3.46,69.24,49.72,70.26,93.34,20.4,916.2,0.65,0,1
4.68,8.16,16.33,24.49,0.32,0.56,1.12,1.68,91.86,1.51,2.78,2.16,2.64,2.66,2.48,91.48,0.76,27.83,3,246,94.9,90.94,0.81,28.86,1984,0.22,0.42,133800,172700,214700,80900,564,674,838,274,847,24.3,24.4,11.1,0,0,6.85,73.92,41.49,68.26,87.67,11,1102.3,2.65,0,1
9.59,35.62,40.41,57.53,0.05,0.18,0.2,0.28,97.3,0.29,3.7,2.62,2.44,2.41,2.49,62.81,3.3,60.79,2,699,94.5,63.52,3.58,38.05,1956,9.1,0.84,34700,46700,66300,31600,150,239,299,149,339,23.2,17.8,12.7,0,1,0.49,79.88,60.95,81.04,92.81,16.3,1826.3,0.37,0,1
22.07,33.98,44.86,59.59,3.78,5.83,7.69,10.22,66.92,9.85,11.46,7.96,2.84,2.75,2.93,46.61,13.15,55.94,2,7597,94.13,48.22,4.54,22.48,1970,4.18,0.81,62100,80300,107000,44900,296,369,451,155,441,30.1,22.6,12.3,668,124,17.15,58.39,40.03,77.37,89.63,102.7,3448.5,2.17,9.79,2
11.16,17.46,25.29,38.51,3.22,5.04,7.3,11.12,12.66,24.08,21.96,18.27,3.7,3.86,3.49,58.3,28.68,59.71,2,2670,90.79,55.77,5.51,34.12,1973,16.97,3.15,27600,39900,59800,32200,162,236,317,155,292,28.6,21.2,13.1,27,3,28.87,60.23,58.78,87.83,91.61,28.9,3423.3,2.4,4.86,2
15.29,19.01,38.84,45.45,0.26,0.33,0.67,0.78,95.97,0.46,4,2.78,2.5,2.5,2.49,62.25,3.84,50.23,2,909,85.74,62.13,1.21,49.39,1969,10.54,1.13,30800,45000,62700,31900,199,255,316,117,335,25,20.5,15.1,0,0,1.72,80.17,44.84,78.96,94.78,18.1,777.6,0.28,0,2
20.05,31.6,40.84,51.59,4.74,7.47,9.65,12.2,68.81,8.75,8.88,6.23,2.74,2.83,2.64,56.76,11.05,52.97,2,2084,95.15,55.1,0.86,8.16,1966,1.95,0.18,182300,234600,341400,159100,559,659,791,232,706,29.4,23.5,11.3,64,27,23.64,41.83,44.7,73.67,86.59,22.9,4980.1,2.35,7.28,1
1.86,18.62,25.27,28.99,0.06,0.58,0.79,0.9,94.76,0.88,4.66,2.98,2.4,2.48,2.3,58.34,3.53,54.24,2,328,93.73,56.46,2.74,38.41,1952,6.77,0.27,37400,50800,67600,30200,212,278,342,130,338,26.7,17.7,12.6,21,0,3.06,58.94,44.35,74.03,87.48,6.2,1964.4,0.86,0,1
3.34,4.58,10.49,13.44,0.19,0.27,0.61,0.78,89.73,1.42,4.01,3.28,2.77,2.86,2.06,91.28,0.56,22.55,3,260,96.85,88.31,1.92,47.69,1960,0.24,0,157900,189400,236300,78400,438,559,648,210,686,25.1,22.1,13,0,0,5.79,75.56,71.86,93.93,95,21.5,1033.3,0.95,0,1
18.43,26.76,33.89,42.77,1.07,1.55,1.96,2.48,82.77,3.74,4.66,2.93,2.36,2.56,2.1,61.46,2.98,47.4,3,2861,93.73,56.65,3.46,31.6,1945,3.54,0.55,58300,76600,98000,39700,279,377,453,174,434,27.1,21.8,13.5,100,11,5.79,73.46,54.68,80.93,88.87,18.4,5726.9,3.47,6.99,2
1.45,6.15,8.68,10.13,0.04,0.19,0.26,0.31,94.62,0.57,3.69,2.64,2.56,2.63,2.32,79.03,1.07,40.14,3,998,87.53,76.84,0.3,52.91,1962,0.71,0.34,128500,153200,191800,63300,538,649,776,238,768,30.3,25,17.3,18,0,3.04,78.75,67.02,84.46,96.56,3.7,4963.7,1.73,0,1
7.36,15.03,18.94,21.86,0.89,1.81,2.28,2.63,83.24,2.14,5.11,4.46,3.03,3.09,2.47,93,0.54,13.12,4,146,96.04,91.42,3.42,40.41,1965,0.23,0.62,238800,333700,460600,221800,530,729,1001,471,935,24.7,22.8,14,0,0,12.04,57.93,59.96,68.63,90.74,20.4,531.1,2.49,0,1
11.39,26.24,28.71,42.08,0.14,0.32,0.35,0.52,96.44,0.56,2.51,1.63,2.25,2.32,2.15,59.44,2.16,56.24,2,487,93.48,57.62,1.85,31.01,1963,6.75,0.19,40700,56100,73600,32900,182,255,315,133,338,23.6,18.6,12.4,20,0,1.23,77.88,52.08,81.81,91.22,12.3,1327.7,0,0,2
2.78,2.78,2.78,2.78,0.03,0.03,0.03,0.03,94.75,0.39,2.95,1.88,2.24,2.34,2.06,65.98,0.87,51.6,2,1297,85.96,63.08,2.54,66.85,1939,7.71,1.17,28800,41700,59200,30400,157,208,261,104,292,29.5,20.3,12.7,10,0,1.2,84.86,62.46,89.22,94.18,8.1,2219.6,2.14,0,1
11.66,22.16,35.18,47.79,4.07,7.73,12.28,16.68,51.84,7.24,11.75,10.77,3.71,3.71,3.71,90.88,9.48,17.65,3,245,96.97,90.89,0.41,32.24,1982,0.43,0.22,261500,323000,401300,139800,652,902,1001,349,979,29,29.5,12.3,0,0,34.91,47.19,40.48,85.09,90.03,9.2,3170.5,1.61,0,1
4.46,4.46,7.17,8.61,0.06,0.06,0.1,0.12,93.13,0.68,10.66,7.61,2.83,2.92,2.69,60.61,6.75,52.23,2,6114,87.01,58.62,32.22,70.85,1954,9.3,0.65,22100,31700,44200,22100,152,223,286,134,335,29.9,18.5,15.4,89,20,1.42,59.49,64.54,92.06,93.19,52,2241.1,6.1,7.69,2
4.11,8.58,11.64,15.86,0.18,0.38,0.51,0.7,87.1,1.42,6.76,4.67,2.61,2.76,2.33,67.91,3.68,52.68,2,1778,94.76,64.05,6.41,36.73,1949,6.21,0.28,36800,45500,57100,20300,220,297,375,155,377,24.1,16,13.5,144,27,4.39,59.92,62.49,86.54,87.91,23.8,3542.9,4.41,2.17,2
4.04,5.15,7.9,8.82,0.16,0.2,0.31,0.35,94.69,0.52,2.27,1.52,2.22,2.21,2.22,71.58,0.95,44.08,3,8308,42.71,71.67,0.7,75.12,1968,2.07,0,132200,164300,220000,87800,344,542,653,309,626,28.7,23.7,13.3,0,0,3.93,67.25,53.19,81.55,91.7,21.4,649.2,1.22,0,1
0,3.23,11.64,16.16,0,0.1,0.37,0.51,95.8,0.45,2.34,1.59,2.31,2.53,1.8,76.81,0.52,37.47,3,243,96.28,70.2,0,24.69,1962,0.51,0,58600,72200,95300,36700,299,349,414,115,421,24,16.1,10.9,0,0,3.15,75.99,56.7,85.92,93.03,5.7,2579.2,0.32,0,1
30.78,42.59,56.17,61.73,1.95,2.7,3.56,3.91,91.29,2.83,5.34,3.69,2.54,2.61,2.46,58.98,3.92,46.56,3,171,97.48,57.56,1.75,21.05,1972,4.99,0.38,52200,65700,84200,32000,248,328,391,143,373,26.2,19.5,11.9,14,69,6.34,45.89,39.52,67.97,82.1,8.8,2025.1,0.63,0,1
14.68,30.16,40.22,60.34,1.36,2.8,3.73,5.6,88.42,2.87,8.89,5.94,2.54,2.32,2.77,47.36,9.75,69.77,2,3079,82.15,51.85,2.05,17.67,1970,15.81,0.79,42400,56100,76500,34100,222,324,403,181,401,33.4,20.7,12.7,288,25,9.28,41.7,45.34,77.75,85.45,12.7,2892.7,3.1,0,2
